,AOS,BP,CELG,EVR,FB,GOOGL,HSBC,INTC,JNJ,LMT,LPX,LRCX,MASI,MRK,MSFT,RTN,SPY,T,THO,portfolioreturn,portfoliostandarddeviation,returnoverrisk
12,0.02,0.03,0.08,0.07,0.07,0.05,0.02,0.12,0.04,0.07,0.04,0.07,0.01,0.03,0.05,0.02,0.02,0.16,0.03,0.517096714466,0.00887520519295,58.2630714698
13,0.02,0.07,0.01,0.03,0.02,0.06,0.04,0.07,0.03,0.07,0.01,0.01,0.22,0.01,0.11,0.01,0.03,0.17,0.01,0.742902210961,0.00875626369234,84.8423753627
14,0.01,0.02,0.11,0.05,0.14,0.07,0.14,0.03,0.06,0.02,0.02,0.01,0.03,0.02,0.01,0.01,0.05,0.07,0.13,0.589492597982,0.00942528896873,62.5437161595
15,0.05,0.07,0.03,0.03,0.03,0.02,0.01,0.15,0.03,0.09,0.01,0.2,0.01,0.04,0.12,0.01,0.02,0.07,0.01,0.605627083576,0.00965351911611,62.7364048583
16,0.03,0.16,0.07,0.02,0.03,0.01,0.09,0.01,0.04,0.01,0.02,0.01,0.05,0.03,0.02,0.03,0.05,0.15,0.17,0.511187032917,0.00914911116208,55.8728628237
17,0.02,0.02,0.01,0.02,0.02,0.01,0.05,0.18,0.08,0.06,0.05,0.02,0.09,0.05,0.03,0.04,0.01,0.03,0.21,0.657919578364,0.00915998037337,71.8254353772
18,0.06,0.02,0.02,0.06,0.04,0.01,0.04,0.05,0.01,0.15,0.11,0.02,0.15,0.01,0.09,0.01,0.02,0.02,0.11,0.806947356058,0.00952359275712,84.7314009154
19,0.08,0.02,0.06,0.13,0.01,0.11,0.04,0.05,0.02,0.03,0.08,0.01,0.04,0.03,0.03,0.02,0.18,0.03,0.03,0.530209266526,0.00955341487547,55.4994495097
20,0.06,0.01,0.03,0.01,0.05,0.01,0.07,0.04,0.01,0.1,0.08,0.15,0.01,0.16,0.03,0.03,0.03,0.02,0.1,0.643163136821,0.00946383918749,67.9600661084
21,0.03,0.02,0.06,0.1,0.05,0.03,0.05,0.01,0.14,0.06,0.01,0.05,0.07,0.06,0.04,0.08,0.07,0.02,0.05,0.636455324498,0.00874555765741,72.7746988162
22,0.17,0.11,0.01,0.02,0.05,0.05,0.06,0.01,0.08,0.01,0.01,0.02,0.06,0.04,0.02,0.17,0.01,0.01,0.09,0.693320597731,0.00899639201104,77.066516986
23,0.04,0.09,0.05,0.07,0.01,0.05,0.02,0.01,0.14,0.02,0.02,0.06,0.09,0.03,0.03,0.16,0.03,0.05,0.03,0.641392723382,0.00858064560985,74.7487721257
24,0.06,0.02,0.3,0.02,0.04,0.07,0.03,0.05,0.04,0.01,0.02,0.02,0.1,0.07,0.03,0.01,0.03,0.02,0.06,0.577730906486,0.0107714803264,53.6352375886
25,0.04,0.03,0.01,0.01,0.02,0.02,0.07,0.02,0.14,0.01,0.04,0.18,0.05,0.12,0.08,0.02,0.03,0.07,0.04,0.650719655361,0.00906680962618,71.7694185927
26,0.04,0.07,0.02,0.13,0.13,0.01,0.06,0.03,0.07,0.04,0.03,0.02,0.01,0.01,0.02,0.01,0.07,0.12,0.11,0.569894764131,0.0091460168459,62.3107057129
27,0.07,0.07,0.01,0.12,0.05,0.01,0.03,0.02,0.06,0.1,0.01,0.05,0.03,0.04,0.01,0.15,0.05,0.05,0.07,0.622757422272,0.00869654080934,71.6097855372
28,0.01,0.05,0.03,0.01,0.02,0.05,0.03,0.02,0.04,0.02,0.23,0.08,0.23,0.05,0.01,0.02,0.02,0.04,0.04,0.839104519722,0.0104309296797,80.4438861623
29,0.01,0.09,0.02,0.02,0.07,0.09,0.14,0.02,0.01,0.01,0.06,0.05,0.01,0.19,0.06,0.08,0.01,0.02,0.04,0.527863216178,0.00922611796582,57.2140111512
30,0.02,0.03,0.07,0.08,0.07,0.03,0.13,0.03,0.08,0.07,0.04,0.05,0.08,0.05,0.01,0.02,0.1,0.02,0.02,0.595468405604,0.00906206481527,65.7100139695
31,0.13,0.1,0.02,0.01,0.07,0.03,0.02,0.02,0.02,0.01,0.01,0.23,0.05,0.1,0.04,0.02,0.06,0.03,0.03,0.727546324432,0.0100303905602,72.534196955
32,0.02,0.09,0.01,0.04,0.04,0.01,0.01,0.07,0.03,0.06,0.04,0.18,0.13,0.01,0.05,0.05,0.08,0.02,0.06,0.779732671102,0.00961044613116,81.1338683408
33,0.01,0.16,0.08,0.01,0.02,0.09,0.14,0.01,0.05,0.06,0.04,0.01,0.03,0.03,0.04,0.05,0.07,0.07,0.03,0.44243223063,0.00892017844148,49.5990336441
34,0.01,0.07,0.05,0.09,0.09,0.03,0.04,0.08,0.07,0.13,0.04,0.1,0.06,0.05,0.02,0.01,0.01,0.03,0.02,0.628346649492,0.0090961551493,69.0782686946
35,0.1,0.03,0.09,0.02,0.01,0.05,0.05,0.02,0.06,0.13,0.05,0.07,0.07,0.03,0.03,0.12,0.02,0.04,0.01,0.658144173405,0.0088341083629,74.5003509544
36,0.03,0.01,0.27,0.02,0.04,0.05,0.02,0.04,0.02,0.18,0.06,0.02,0.02,0.05,0.01,0.07,0.03,0.04,0.02,0.492221074137,0.00986480777045,49.8966716423
37,0.02,0.04,0.02,0.1,0.02,0.03,0.01,0.04,0.07,0.01,0.15,0.04,0.1,0.02,0.06,0.06,0.11,0.02,0.08,0.676207181687,0.00964231728367,70.1291154184
38,0.01,0.13,0.08,0.03,0.01,0.03,0.08,0.04,0.03,0.09,0.04,0.13,0.05,0.04,0.11,0.01,0.03,0.05,0.01,0.567866034028,0.00947011478319,59.9640075151
39,0.05,0.03,0.01,0.04,0.05,0.07,0.13,0.15,0.05,0.01,0.02,0.14,0.04,0.01,0.05,0.02,0.04,0.04,0.05,0.626179337457,0.00959839582476,65.2379156777
40,0.11,0.03,0.06,0.01,0.04,0.02,0.02,0.08,0.01,0.02,0.02,0.01,0.03,0.09,0.04,0.2,0.01,0.05,0.15,0.643234760605,0.00899096042066,71.5423859643
41,0.04,0.01,0.14,0.05,0.02,0.02,0.06,0.04,0.05,0.01,0.03,0.28,0.01,0.07,0.02,0.07,0.01,0.05,0.02,0.641957861425,0.0104480834971,61.4426427203
42,0.02,0.06,0.01,0.07,0.01,0.03,0.04,0.04,0.16,0.07,0.01,0.03,0.02,0.11,0.01,0.2,0.03,0.07,0.01,0.503854673594,0.00795283590396,63.3553464046
43,0.08,0.02,0.14,0.07,0.01,0.01,0.07,0.14,0.03,0.01,0.04,0.03,0.11,0.02,0.01,0.02,0.06,0.06,0.07,0.589179053976,0.00975280100382,60.4112658245
44,0.06,0.06,0.03,0.03,0.07,0.03,0.04,0.01,0.11,0.01,0.02,0.01,0.01,0.06,0.01,0.09,0.09,0.01,0.25,0.626932684654,0.00926365359978,67.6766113825
45,0.01,0.11,0.01,0.02,0.02,0.01,0.05,0.18,0.06,0.06,0.03,0.02,0.02,0.19,0.04,0.07,0.03,0.03,0.04,0.418522474694,0.00873247252387,47.9271447519
46,0.03,0.01,0.02,0.03,0.1,0.16,0.08,0.07,0.09,0.04,0.02,0.01,0.04,0.12,0.04,0.1,0.02,0.01,0.01,0.604512900149,0.00875293146702,69.0640504187
47,0.05,0.06,0.02,0.03,0.05,0.11,0.03,0.07,0.09,0.02,0.02,0.04,0.01,0.03,0.01,0.2,0.01,0.02,0.13,0.629496074974,0.00871590633435,72.223822839
48,0.02,0.01,0.1,0.04,0.03,0.08,0.08,0.05,0.07,0.02,0.1,0.01,0.06,0.07,0.08,0.02,0.07,0.02,0.07,0.575198510086,0.00945767367262,60.8181810873
49,0.02,0.03,0.06,0.01,0.06,0.05,0.13,0.06,0.03,0.04,0.03,0.05,0.07,0.02,0.05,0.22,0.01,0.03,0.03,0.668830997748,0.00873528234646,76.5666147035
50,0.01,0.15,0.02,0.04,0.08,0.06,0.01,0.07,0.02,0.07,0.01,0.03,0.03,0.09,0.07,0.09,0.07,0.07,0.01,0.516380551892,0.00862706090513,59.8559066141
51,0.05,0.04,0.08,0.08,0.09,0.05,0.05,0.05,0.03,0.11,0.03,0.03,0.08,0.03,0.01,0.07,0.02,0.05,0.05,0.662922484396,0.00896646944272,73.933501768
52,0.09,0.04,0.13,0.04,0.02,0.03,0.02,0.02,0.07,0.05,0.05,0.03,0.03,0.09,0.01,0.04,0.03,0.07,0.14,0.563607536587,0.00934196449824,60.3307298688
53,0.04,0.02,0.08,0.12,0.15,0.01,0.01,0.18,0.01,0.02,0.07,0.05,0.03,0.07,0.06,0.03,0.02,0.01,0.02,0.606561583303,0.0100854844046,60.1420377019
54,0.08,0.01,0.07,0.02,0.04,0.1,0.02,0.11,0.03,0.04,0.04,0.03,0.22,0.01,0.07,0.06,0.01,0.02,0.02,0.846246163909,0.00970714529477,87.1776550378
55,0.07,0.03,0.02,0.04,0.07,0.04,0.01,0.12,0.04,0.05,0.01,0.02,0.02,0.05,0.02,0.16,0.03,0.17,0.03,0.547289899287,0.00814805257972,67.1681845364
56,0.04,0.02,0.03,0.04,0.19,0.02,0.15,0.03,0.01,0.1,0.05,0.05,0.03,0.13,0.04,0.01,0.01,0.01,0.04,0.66071260278,0.00937908950653,70.4452817429
57,0.02,0.03,0.06,0.03,0.02,0.05,0.15,0.05,0.08,0.18,0.05,0.04,0.03,0.02,0.01,0.05,0.09,0.01,0.03,0.523671163312,0.00853025549916,61.3898567708
58,0.07,0.03,0.13,0.08,0.01,0.06,0.03,0.04,0.04,0.03,0.02,0.17,0.03,0.05,0.01,0.01,0.02,0.01,0.16,0.667528698122,0.0104330052401,63.9823984324
59,0.12,0.05,0.01,0.03,0.08,0.06,0.01,0.23,0.06,0.01,0.04,0.02,0.02,0.04,0.04,0.02,0.07,0.02,0.07,0.554297731484,0.00941763452073,58.8574264869
60,0.03,0.14,0.06,0.1,0.03,0.01,0.09,0.03,0.09,0.02,0.05,0.04,0.12,0.08,0.05,0.01,0.02,0.02,0.01,0.592436515188,0.00954424255823,62.0726591528
61,0.12,0.01,0.02,0.02,0.16,0.01,0.08,0.04,0.06,0.05,0.12,0.02,0.01,0.03,0.03,0.08,0.01,0.02,0.11,0.708348673407,0.00954712692041,74.1949572172
62,0.09,0.03,0.18,0.19,0.05,0.01,0.03,0.07,0.15,0.02,0.03,0.01,0.01,0.02,0.03,0.01,0.02,0.03,0.02,0.481311687332,0.0101582772894,47.3812314453
63,0.04,0.05,0.07,0.01,0.02,0.02,0.07,0.1,0.03,0.14,0.17,0.02,0.06,0.01,0.02,0.1,0.03,0.02,0.02,0.579162772859,0.0091872734601,63.0396793319
64,0.03,0.05,0.05,0.03,0.01,0.04,0.02,0.01,0.09,0.06,0.08,0.07,0.05,0.15,0.01,0.07,0.04,0.06,0.08,0.577285791564,0.00874430783494,66.0184662367
65,0.01,0.02,0.01,0.03,0.03,0.07,0.1,0.01,0.21,0.05,0.08,0.02,0.05,0.03,0.05,0.04,0.05,0.1,0.04,0.559051146475,0.0081231171774,68.8222432676
66,0.03,0.07,0.18,0.06,0.05,0.01,0.06,0.02,0.02,0.06,0.08,0.08,0.09,0.01,0.02,0.07,0.05,0.03,0.01,0.620268400322,0.0099191189378,62.5326104275
67,0.01,0.12,0.18,0.08,0.05,0.01,0.09,0.01,0.03,0.03,0.04,0.02,0.04,0.01,0.05,0.01,0.16,0.02,0.04,0.459999972125,0.00995644030958,46.2012484204
68,0.04,0.01,0.26,0.07,0.02,0.05,0.02,0.07,0.05,0.01,0.06,0.02,0.06,0.03,0.11,0.03,0.05,0.03,0.01,0.530649827191,0.0105166184565,50.4582180465
69,0.04,0.02,0.17,0.07,0.04,0.01,0.03,0.18,0.07,0.06,0.04,0.02,0.02,0.02,0.04,0.01,0.03,0.1,0.03,0.443162374079,0.00940239792052,47.132909905
70,0.04,0.04,0.04,0.01,0.15,0.01,0.03,0.07,0.02,0.08,0.18,0.04,0.05,0.06,0.04,0.02,0.02,0.09,0.01,0.641716824238,0.00943483595812,68.0156843305
71,0.07,0.06,0.03,0.01,0.06,0.08,0.04,0.01,0.07,0.01,0.01,0.06,0.06,0.11,0.03,0.07,0.08,0.08,0.06,0.618916386162,0.00861252254954,71.862382084
72,0.07,0.05,0.07,0.02,0.01,0.01,0.04,0.08,0.02,0.07,0.09,0.07,0.1,0.16,0.04,0.05,0.02,0.01,0.02,0.625330688816,0.00937126469485,66.7285269575
73,0.04,0.03,0.03,0.06,0.02,0.04,0.06,0.03,0.06,0.04,0.01,0.12,0.09,0.02,0.02,0.12,0.04,0.07,0.1,0.723805371239,0.00891010868775,81.2341798068
74,0.02,0.05,0.04,0.04,0.1,0.14,0.12,0.02,0.01,0.06,0.03,0.01,0.01,0.05,0.04,0.05,0.04,0.1,0.07,0.556321385467,0.00886025865333,62.7883910881
75,0.01,0.08,0.05,0.07,0.02,0.01,0.04,0.03,0.02,0.05,0.08,0.03,0.09,0.01,0.01,0.23,0.08,0.07,0.02,0.619861241824,0.00865598413457,71.6107183409
76,0.02,0.1,0.01,0.03,0.09,0.01,0.01,0.01,0.02,0.16,0.02,0.13,0.12,0.05,0.07,0.11,0.02,0.01,0.01,0.799978773441,0.00893539844086,89.5291663528
77,0.01,0.01,0.06,0.01,0.05,0.16,0.05,0.01,0.04,0.05,0.07,0.04,0.07,0.01,0.03,0.23,0.05,0.01,0.04,0.708112868711,0.00888432519728,79.7036187878
78,0.05,0.08,0.3,0.01,0.06,0.02,0.03,0.04,0.06,0.13,0.01,0.03,0.02,0.02,0.03,0.03,0.06,0.01,0.01,0.460471827792,0.0102362356116,44.9844889531
79,0.04,0.04,0.09,0.03,0.09,0.03,0.02,0.02,0.09,0.06,0.02,0.07,0.14,0.01,0.11,0.03,0.05,0.03,0.03,0.776637552293,0.00931610104593,83.365084649
80,0.01,0.08,0.08,0.03,0.04,0.04,0.01,0.01,0.01,0.16,0.04,0.04,0.09,0.15,0.02,0.05,0.02,0.02,0.1,0.638919016535,0.00891257025599,71.6874030929
81,0.01,0.02,0.08,0.03,0.04,0.07,0.05,0.06,0.01,0.02,0.16,0.14,0.02,0.01,0.15,0.03,0.02,0.04,0.04,0.658441052623,0.0104214839142,63.1811225778
82,0.04,0.03,0.02,0.06,0.09,0.09,0.06,0.06,0.01,0.02,0.09,0.02,0.07,0.04,0.04,0.02,0.02,0.02,0.2,0.72934791301,0.00995510345002,73.2637201282
83,0.01,0.09,0.02,0.01,0.02,0.02,0.03,0.13,0.02,0.03,0.05,0.01,0.15,0.12,0.01,0.07,0.02,0.14,0.05,0.594840622183,0.00852137832275,69.8056816224
84,0.03,0.07,0.01,0.07,0.04,0.04,0.02,0.09,0.02,0.02,0.09,0.09,0.04,0.06,0.11,0.03,0.11,0.02,0.04,0.60169825139,0.00960386843775,62.6516549336
85,0.09,0.01,0.02,0.01,0.04,0.02,0.07,0.19,0.08,0.01,0.02,0.07,0.08,0.01,0.01,0.01,0.16,0.03,0.07,0.601701012858,0.00911735150417,65.9951535907
86,0.05,0.09,0.03,0.01,0.02,0.03,0.03,0.01,0.14,0.19,0.09,0.04,0.04,0.04,0.02,0.03,0.04,0.05,0.05,0.566118128962,0.00830175455115,68.192588142
87,0.04,0.08,0.01,0.07,0.06,0.08,0.03,0.02,0.01,0.02,0.17,0.08,0.09,0.03,0.12,0.03,0.04,0.01,0.01,0.725964095873,0.0102270487093,70.9847108884
88,0.03,0.02,0.01,0.12,0.03,0.09,0.02,0.01,0.01,0.05,0.2,0.03,0.06,0.04,0.05,0.05,0.05,0.07,0.06,0.652663135079,0.00986073994753,66.1880486203
89,0.06,0.09,0.01,0.13,0.04,0.08,0.03,0.01,0.02,0.08,0.03,0.05,0.04,0.05,0.01,0.06,0.17,0.01,0.03,0.569905258463,0.00911393926935,62.5311669981
90,0.05,0.08,0.01,0.02,0.03,0.01,0.02,0.01,0.07,0.01,0.04,0.14,0.01,0.03,0.08,0.15,0.01,0.12,0.11,0.65880003075,0.00890301904727,73.9973740652
91,0.03,0.05,0.02,0.01,0.03,0.15,0.09,0.01,0.1,0.04,0.09,0.01,0.04,0.07,0.01,0.02,0.01,0.09,0.13,0.577371374901,0.00879683534625,65.633986789
92,0.01,0.05,0.03,0.01,0.01,0.01,0.05,0.04,0.04,0.02,0.1,0.02,0.12,0.05,0.1,0.06,0.01,0.11,0.16,0.700457401487,0.00914075585286,76.6301400849
93,0.06,0.02,0.06,0.02,0.01,0.05,0.11,0.02,0.01,0.02,0.03,0.07,0.03,0.09,0.05,0.01,0.01,0.02,0.31,0.686649453961,0.0103689157437,66.2219147051
94,0.02,0.12,0.06,0.06,0.01,0.02,0.03,0.01,0.03,0.09,0.09,0.12,0.02,0.03,0.11,0.09,0.03,0.04,0.02,0.590046588355,0.00942424774679,62.6094097065
95,0.06,0.13,0.03,0.07,0.01,0.05,0.06,0.1,0.04,0.06,0.07,0.03,0.09,0.03,0.02,0.03,0.01,0.06,0.05,0.575615266107,0.00920471767375,62.5348094867
96,0.04,0.06,0.1,0.06,0.02,0.05,0.05,0.08,0.01,0.01,0.03,0.11,0.1,0.13,0.01,0.03,0.01,0.02,0.08,0.64368780236,0.00982216294841,65.5342215091
97,0.06,0.03,0.04,0.07,0.04,0.07,0.06,0.1,0.07,0.03,0.01,0.03,0.06,0.02,0.05,0.05,0.05,0.07,0.09,0.610753240159,0.00889230422217,68.6833496583
98,0.14,0.04,0.02,0.03,0.02,0.03,0.02,0.08,0.08,0.07,0.01,0.04,0.01,0.01,0.04,0.01,0.09,0.19,0.07,0.520568535563,0.00839419581086,62.0152957225
99,0.06,0.08,0.15,0.03,0.03,0.13,0.02,0.02,0.07,0.01,0.05,0.02,0.05,0.05,0.06,0.03,0.02,0.08,0.04,0.543886391825,0.0094355866271,57.6420325857
100,0.02,0.05,0.04,0.02,0.04,0.04,0.08,0.16,0.01,0.12,0.02,0.04,0.05,0.03,0.02,0.01,0.08,0.03,0.14,0.570047518966,0.00900541544284,63.3005242884
101,0.06,0.07,0.01,0.01,0.12,0.06,0.09,0.07,0.05,0.01,0.06,0.06,0.05,0.03,0.1,0.02,0.03,0.06,0.04,0.660003547627,0.00932384661762,70.7866157279
102,0.05,0.01,0.03,0.13,0.02,0.04,0.01,0.07,0.12,0.07,0.05,0.02,0.05,0.01,0.01,0.1,0.01,0.15,0.05,0.577666166243,0.0083970396671,68.7940261264
103,0.13,0.03,0.03,0.04,0.01,0.04,0.01,0.02,0.11,0.01,0.24,0.04,0.09,0.05,0.03,0.07,0.01,0.02,0.02,0.696701361416,0.0100838478255,69.0908246011
104,0.01,0.07,0.11,0.03,0.04,0.08,0.06,0.03,0.09,0.06,0.02,0.01,0.06,0.14,0.04,0.08,0.03,0.03,0.01,0.517964764693,0.00878603325926,58.95319872
105,0.09,0.09,0.07,0.09,0.02,0.04,0.06,0.02,0.05,0.03,0.05,0.04,0.05,0.07,0.1,0.01,0.07,0.02,0.03,0.570577601269,0.00959312754017,59.4777458008
106,0.05,0.02,0.07,0.23,0.13,0.02,0.02,0.02,0.02,0.04,0.02,0.01,0.05,0.04,0.12,0.06,0.03,0.01,0.04,0.691956655291,0.01018743865,67.9225347082
107,0.12,0.04,0.05,0.01,0.04,0.01,0.13,0.04,0.02,0.06,0.09,0.01,0.1,0.03,0.09,0.02,0.02,0.08,0.04,0.664954433185,0.00925411628652,71.8549899954
108,0.02,0.02,0.16,0.03,0.04,0.04,0.19,0.02,0.07,0.11,0.03,0.01,0.02,0.14,0.01,0.01,0.03,0.01,0.04,0.448729393056,0.00934361987288,48.0252192577
109,0.03,0.06,0.09,0.08,0.01,0.07,0.04,0.02,0.03,0.02,0.04,0.08,0.03,0.03,0.04,0.05,0.25,0.01,0.02,0.506871609054,0.00935472305167,54.1834970692
110,0.04,0.15,0.02,0.01,0.01,0.08,0.04,0.02,0.03,0.04,0.02,0.06,0.07,0.03,0.04,0.04,0.2,0.07,0.03,0.530838506038,0.00872121485628,60.8674955022
111,0.02,0.14,0.07,0.04,0.09,0.01,0.03,0.03,0.09,0.09,0.06,0.01,0.07,0.04,0.05,0.07,0.01,0.04,0.04,0.595263423685,0.00881925116996,67.4959145865
112,0.03,0.05,0.06,0.05,0.14,0.07,0.03,0.01,0.13,0.07,0.01,0.02,0.06,0.06,0.06,0.07,0.04,0.01,0.03,0.666663864057,0.00878903713811,75.8517518565
113,0.02,0.03,0.03,0.03,0.02,0.04,0.02,0.02,0.06,0.01,0.21,0.09,0.12,0.01,0.03,0.03,0.09,0.06,0.08,0.725280529035,0.00997638198671,72.6997552822
114,0.1,0.02,0.01,0.01,0.11,0.01,0.01,0.05,0.04,0.1,0.28,0.07,0.03,0.01,0.05,0.04,0.04,0.01,0.01,0.708423064768,0.0104367623004,67.877665925
115,0.04,0.02,0.03,0.07,0.05,0.12,0.06,0.05,0.01,0.05,0.06,0.01,0.01,0.21,0.03,0.06,0.02,0.05,0.05,0.516219529015,0.00899989563415,57.3583905858
116,0.12,0.01,0.03,0.07,0.01,0.09,0.09,0.02,0.05,0.01,0.04,0.03,0.11,0.05,0.04,0.07,0.1,0.02,0.04,0.68995939632,0.00923502218581,74.7111790786
117,0.06,0.09,0.11,0.02,0.04,0.08,0.05,0.08,0.01,0.01,0.03,0.05,0.05,0.02,0.05,0.04,0.06,0.05,0.1,0.581309567305,0.00954305050539,60.9144389392
118,0.02,0.01,0.02,0.01,0.18,0.06,0.04,0.01,0.13,0.05,0.02,0.1,0.12,0.06,0.06,0.01,0.06,0.02,0.02,0.815204195754,0.00917737782447,88.8275726843
119,0.01,0.06,0.02,0.01,0.06,0.01,0.02,0.02,0.04,0.01,0.2,0.13,0.18,0.1,0.01,0.04,0.01,0.03,0.04,0.821119203055,0.0101910551011,80.5725408125
120,0.05,0.01,0.14,0.07,0.02,0.06,0.05,0.06,0.03,0.11,0.05,0.07,0.01,0.08,0.12,0.02,0.01,0.02,0.02,0.554414066305,0.00969049623576,57.212144024
121,0.14,0.13,0.04,0.05,0.02,0.02,0.03,0.01,0.02,0.07,0.03,0.02,0.04,0.06,0.01,0.12,0.07,0.11,0.01,0.534078382579,0.00867850928994,61.5403365642
122,0.05,0.01,0.03,0.02,0.01,0.09,0.05,0.05,0.01,0.04,0.07,0.06,0.16,0.09,0.05,0.01,0.09,0.03,0.08,0.747688472119,0.00941375886015,79.4250716666
123,0.03,0.01,0.02,0.03,0.01,0.06,0.01,0.04,0.09,0.03,0.03,0.05,0.04,0.02,0.15,0.16,0.08,0.03,0.11,0.68112406842,0.00876840561797,77.6793522216
124,0.02,0.07,0.03,0.01,0.03,0.06,0.05,0.04,0.16,0.07,0.02,0.04,0.03,0.04,0.03,0.01,0.19,0.06,0.04,0.4791729101,0.00814794999736,58.8090145688
125,0.01,0.08,0.08,0.07,0.07,0.04,0.09,0.1,0.02,0.01,0.02,0.02,0.08,0.1,0.08,0.03,0.03,0.03,0.04,0.568210366933,0.00941125351991,60.375630699
126,0.1,0.11,0.05,0.02,0.05,0.08,0.03,0.02,0.01,0.04,0.07,0.02,0.03,0.04,0.03,0.08,0.09,0.08,0.05,0.558861461947,0.00897095427905,62.2967685
127,0.08,0.02,0.11,0.02,0.01,0.01,0.1,0.06,0.05,0.02,0.16,0.05,0.01,0.03,0.04,0.09,0.07,0.01,0.06,0.542960701021,0.00986046691209,55.0644006883
128,0.03,0.01,0.04,0.12,0.02,0.04,0.16,0.01,0.01,0.01,0.08,0.12,0.11,0.04,0.01,0.11,0.04,0.03,0.01,0.708900660016,0.00978108653478,72.4766780761
129,0.07,0.03,0.03,0.03,0.11,0.02,0.05,0.02,0.02,0.01,0.26,0.03,0.05,0.03,0.01,0.07,0.08,0.04,0.04,0.664544765872,0.0102479159407,64.8468205357
130,0.03,0.02,0.08,0.06,0.05,0.09,0.02,0.02,0.02,0.04,0.06,0.01,0.09,0.09,0.03,0.05,0.07,0.14,0.03,0.593794432609,0.00875804361898,67.7998944104
131,0.06,0.01,0.01,0.03,0.06,0.07,0.14,0.07,0.04,0.06,0.14,0.01,0.05,0.02,0.1,0.01,0.03,0.08,0.01,0.602352103482,0.00926480283413,65.0151022386
132,0.02,0.22,0.01,0.07,0.09,0.05,0.05,0.07,0.01,0.1,0.05,0.01,0.01,0.06,0.05,0.02,0.04,0.05,0.02,0.460908046799,0.00927361398826,49.7010170342
133,0.02,0.05,0.02,0.11,0.04,0.21,0.02,0.01,0.02,0.05,0.02,0.06,0.03,0.01,0.02,0.03,0.22,0.02,0.04,0.571657428602,0.00928908697013,61.5407553444
134,0.03,0.05,0.07,0.18,0.09,0.06,0.02,0.03,0.06,0.02,0.02,0.04,0.03,0.02,0.03,0.06,0.08,0.08,0.03,0.571346513173,0.00937237638916,60.9606880315
135,0.02,0.01,0.02,0.01,0.04,0.04,0.08,0.06,0.02,0.11,0.05,0.01,0.01,0.05,0.08,0.01,0.02,0.32,0.04,0.461928686989,0.00794203866102,58.1624827963
136,0.01,0.09,0.07,0.03,0.11,0.02,0.09,0.09,0.02,0.07,0.06,0.02,0.03,0.01,0.04,0.06,0.08,0.08,0.02,0.520578691157,0.00888366608854,58.5995337926
137,0.17,0.01,0.01,0.12,0.01,0.01,0.02,0.03,0.02,0.01,0.11,0.04,0.01,0.14,0.1,0.05,0.06,0.01,0.07,0.61953256846,0.0100650304926,61.5529748188
