,AOS,BP,CELG,EVR,FB,GOOGL,HSBC,INTC,JNJ,LMT,LPX,LRCX,MASI,MRK,MSFT,RTN,SPY,T,THO,portfolioreturn,portfoliostandarddeviation,returnoverrisk
11,0.02,0.01,0.02,0.01,0.01,0.11,0.01,0.07,0.06,0.01,0.04,0.06,0.08,0.07,0.07,0.02,0.04,0.04,0.25,0.0897723804426,0.00778766431875,11.5275102737
12,0.13,0.03,0.12,0.05,0.05,0.1,0.14,0.09,0.03,0.11,0.01,0.01,0.01,0.01,0.01,0.04,0.03,0.01,0.02,0.134549854342,0.00560150132146,24.0203200214
13,0.02,0.01,0.07,0.01,0.08,0.01,0.05,0.01,0.04,0.03,0.04,0.12,0.03,0.07,0.11,0.11,0.05,0.01,0.13,0.168408744581,0.00682234874768,24.6848630596
14,0.09,0.01,0.06,0.02,0.11,0.01,0.02,0.05,0.02,0.08,0.02,0.04,0.14,0.07,0.02,0.06,0.01,0.07,0.1,0.103321233132,0.00670852043886,15.4014933805
15,0.02,0.01,0.04,0.04,0.15,0.08,0.06,0.06,0.02,0.05,0.02,0.01,0.06,0.08,0.11,0.11,0.02,0.01,0.05,0.132353526171,0.00593263950476,22.309382875
16,0.01,0.03,0.03,0.04,0.11,0.11,0.1,0.05,0.14,0.05,0.02,0.01,0.04,0.01,0.03,0.07,0.03,0.03,0.09,0.122625347145,0.00563127205866,21.7757810078
17,0.2,0.03,0.05,0.03,0.01,0.14,0.04,0.03,0.07,0.02,0.02,0.03,0.06,0.04,0.06,0.08,0.03,0.01,0.05,0.124533064269,0.00608288742004,20.4726893118
18,0.08,0.04,0.01,0.05,0.12,0.07,0.02,0.02,0.23,0.04,0.09,0.01,0.05,0.01,0.02,0.01,0.04,0.01,0.08,0.117702785059,0.0059267629794,19.8595397637
19,0.01,0.06,0.08,0.11,0.06,0.01,0.03,0.07,0.07,0.03,0.03,0.03,0.02,0.05,0.09,0.15,0.01,0.02,0.07,0.11839953639,0.00582315139443,20.3325533495
20,0.06,0.01,0.04,0.04,0.15,0.03,0.02,0.02,0.05,0.12,0.02,0.03,0.03,0.01,0.19,0.01,0.04,0.09,0.04,0.135546128978,0.00595838160116,22.748816382
21,0.13,0.08,0.05,0.05,0.19,0.02,0.01,0.02,0.08,0.01,0.02,0.01,0.03,0.13,0.07,0.05,0.01,0.03,0.01,0.131668114377,0.00552622468238,23.8260515895
22,0.01,0.01,0.02,0.03,0.04,0.05,0.03,0.02,0.13,0.01,0.04,0.19,0.12,0.04,0.07,0.06,0.02,0.01,0.1,0.162354340203,0.00769547613464,21.0973742706
23,0.01,0.02,0.02,0.07,0.09,0.02,0.07,0.08,0.01,0.02,0.01,0.08,0.16,0.03,0.1,0.03,0.09,0.08,0.01,0.106356076369,0.00690380083377,15.4054380956
24,0.15,0.01,0.04,0.02,0.11,0.02,0.06,0.01,0.01,0.03,0.05,0.1,0.15,0.02,0.04,0.15,0.01,0.01,0.01,0.164708972167,0.00713852440596,23.0732519496
25,0.01,0.09,0.01,0.07,0.06,0.01,0.18,0.09,0.03,0.09,0.03,0.01,0.07,0.01,0.03,0.05,0.01,0.06,0.09,0.104853037624,0.00572739832261,18.3072717694
26,0.06,0.01,0.03,0.02,0.05,0.04,0.01,0.21,0.12,0.08,0.1,0.04,0.02,0.04,0.05,0.04,0.05,0.02,0.01,0.119338807062,0.00566273279895,21.0744195955
27,0.02,0.06,0.09,0.01,0.05,0.05,0.07,0.01,0.04,0.12,0.01,0.1,0.02,0.04,0.01,0.16,0.03,0.03,0.08,0.163469657699,0.00580481548774,28.1610428521
28,0.02,0.01,0.09,0.05,0.08,0.05,0.08,0.02,0.06,0.05,0.05,0.08,0.14,0.02,0.03,0.09,0.01,0.03,0.04,0.134494571996,0.00678566621202,19.8203931337
29,0.08,0.05,0.03,0.1,0.04,0.04,0.02,0.05,0.03,0.06,0.05,0.03,0.03,0.06,0.04,0.07,0.02,0.06,0.14,0.0929623971307,0.00633599500656,14.6721070699
30,0.07,0.05,0.11,0.07,0.02,0.12,0.05,0.02,0.05,0.05,0.09,0.03,0.01,0.01,0.03,0.09,0.02,0.05,0.06,0.120620263583,0.00596192463703,20.2317659022
31,0.06,0.01,0.01,0.17,0.05,0.02,0.04,0.05,0.11,0.03,0.06,0.03,0.06,0.06,0.02,0.05,0.03,0.12,0.02,0.071004743813,0.00591136580426,12.0115631758
32,0.04,0.14,0.05,0.02,0.06,0.12,0.03,0.02,0.03,0.01,0.08,0.03,0.01,0.03,0.06,0.05,0.02,0.11,0.09,0.110813506716,0.00579891513489,19.1093513423
33,0.02,0.03,0.04,0.03,0.09,0.09,0.02,0.09,0.01,0.04,0.02,0.03,0.03,0.02,0.02,0.02,0.1,0.18,0.12,0.0766224534545,0.00607638092279,12.6098831571
34,0.02,0.06,0.01,0.01,0.01,0.16,0.01,0.02,0.08,0.03,0.08,0.05,0.11,0.01,0.04,0.04,0.12,0.09,0.05,0.0931367103143,0.00617433515998,15.08449216
35,0.03,0.04,0.02,0.04,0.03,0.03,0.01,0.11,0.04,0.08,0.15,0.01,0.09,0.01,0.02,0.11,0.01,0.06,0.11,0.0889524915029,0.00635435214732,13.9986720032
36,0.09,0.04,0.02,0.08,0.01,0.07,0.03,0.11,0.05,0.06,0.02,0.11,0.1,0.02,0.05,0.03,0.04,0.01,0.06,0.12151159233,0.00679846561787,17.8733848429
37,0.05,0.11,0.02,0.05,0.06,0.03,0.03,0.02,0.11,0.04,0.06,0.01,0.08,0.01,0.08,0.15,0.01,0.04,0.04,0.117715207016,0.00551212737539,21.35567613
38,0.02,0.01,0.09,0.05,0.09,0.02,0.03,0.03,0.02,0.01,0.11,0.06,0.09,0.01,0.08,0.11,0.01,0.05,0.11,0.127781662795,0.00707139652917,18.070216013
39,0.03,0.12,0.05,0.04,0.12,0.02,0.07,0.03,0.01,0.06,0.01,0.02,0.1,0.06,0.04,0.01,0.14,0.04,0.03,0.107236682965,0.00573660630807,18.6934011514
40,0.16,0.01,0.1,0.01,0.04,0.01,0.02,0.01,0.02,0.01,0.07,0.1,0.08,0.03,0.02,0.14,0.06,0.01,0.1,0.152547994276,0.00699193543122,21.8177063813
41,0.04,0.15,0.02,0.06,0.01,0.02,0.07,0.01,0.07,0.03,0.01,0.07,0.11,0.04,0.1,0.03,0.08,0.07,0.01,0.109745593207,0.00582246542965,18.848646597
42,0.1,0.05,0.03,0.05,0.04,0.07,0.03,0.02,0.06,0.06,0.03,0.05,0.11,0.03,0.04,0.01,0.12,0.08,0.02,0.0979569125029,0.00601126139089,16.2955669589
43,0.01,0.01,0.06,0.04,0.02,0.01,0.08,0.05,0.04,0.08,0.05,0.09,0.08,0.05,0.02,0.01,0.2,0.07,0.03,0.111305028202,0.00590079701919,18.8627108914
44,0.04,0.01,0.15,0.03,0.08,0.01,0.06,0.03,0.02,0.02,0.14,0.06,0.12,0.06,0.02,0.02,0.02,0.1,0.01,0.113594783024,0.00677661653081,16.7627580088
45,0.22,0.02,0.01,0.05,0.02,0.02,0.02,0.01,0.04,0.05,0.13,0.13,0.11,0.01,0.03,0.01,0.01,0.08,0.03,0.136530122732,0.00723213438262,18.8782613138
46,0.04,0.05,0.09,0.06,0.19,0.06,0.1,0.01,0.03,0.03,0.03,0.03,0.01,0.09,0.01,0.08,0.02,0.01,0.06,0.149248395002,0.00585123186574,25.5071749721
47,0.01,0.01,0.02,0.02,0.02,0.14,0.02,0.06,0.07,0.07,0.09,0.12,0.17,0.02,0.06,0.01,0.07,0.01,0.01,0.127959129251,0.00751647284727,17.0238264477
48,0.05,0.06,0.02,0.03,0.04,0.15,0.01,0.01,0.04,0.02,0.03,0.06,0.07,0.05,0.02,0.24,0.04,0.03,0.03,0.134703779928,0.00587541367805,22.926688623
49,0.01,0.12,0.03,0.01,0.01,0.07,0.19,0.04,0.01,0.11,0.02,0.01,0.08,0.06,0.06,0.02,0.01,0.01,0.13,0.114196454827,0.00588371870642,19.4088909626
50,0.03,0.27,0.06,0.05,0.02,0.02,0.01,0.01,0.05,0.03,0.02,0.05,0.01,0.02,0.03,0.15,0.06,0.1,0.01,0.118608563859,0.00519766852966,22.819570579
51,0.07,0.01,0.03,0.09,0.06,0.15,0.03,0.06,0.05,0.01,0.08,0.03,0.02,0.02,0.05,0.02,0.17,0.01,0.04,0.108741398326,0.00617369119197,17.6136763153
52,0.04,0.05,0.03,0.04,0.05,0.01,0.11,0.14,0.01,0.22,0.03,0.05,0.04,0.01,0.03,0.01,0.04,0.02,0.07,0.128319599965,0.00569252401406,22.541775783
53,0.01,0.01,0.03,0.14,0.09,0.01,0.2,0.07,0.04,0.01,0.03,0.02,0.01,0.05,0.02,0.01,0.19,0.03,0.03,0.106686133057,0.00582289928645,18.3218235124
54,0.08,0.01,0.05,0.13,0.12,0.11,0.03,0.07,0.03,0.07,0.01,0.03,0.05,0.01,0.01,0.05,0.04,0.07,0.03,0.102108565674,0.00616344660431,16.5667965067
55,0.01,0.05,0.1,0.02,0.03,0.05,0.2,0.05,0.07,0.06,0.02,0.07,0.05,0.06,0.03,0.02,0.01,0.02,0.08,0.143131854587,0.00587350688731,24.3690621861
56,0.02,0.05,0.06,0.09,0.02,0.03,0.08,0.05,0.13,0.02,0.06,0.03,0.02,0.03,0.04,0.03,0.1,0.01,0.13,0.103468723345,0.00622036479476,16.6338674272
57,0.02,0.03,0.03,0.03,0.02,0.04,0.01,0.03,0.3,0.05,0.04,0.06,0.1,0.01,0.01,0.02,0.01,0.18,0.01,0.0836913214757,0.00556928501586,15.0273008541
58,0.02,0.03,0.01,0.02,0.08,0.02,0.02,0.02,0.02,0.2,0.02,0.11,0.03,0.06,0.12,0.06,0.03,0.12,0.01,0.148194708309,0.00571613714845,25.9256740103
59,0.02,0.04,0.04,0.08,0.1,0.02,0.03,0.01,0.02,0.11,0.03,0.01,0.02,0.03,0.12,0.2,0.09,0.02,0.01,0.137970754574,0.00540611018237,25.5212620387
60,0.01,0.17,0.1,0.01,0.02,0.06,0.01,0.1,0.05,0.02,0.02,0.04,0.04,0.05,0.02,0.05,0.05,0.12,0.06,0.0906480073163,0.00546215009802,16.5956639216
61,0.11,0.04,0.01,0.03,0.02,0.03,0.04,0.14,0.02,0.03,0.21,0.03,0.04,0.07,0.04,0.04,0.03,0.01,0.06,0.112804944871,0.00638079176644,17.6788318755
62,0.14,0.02,0.15,0.05,0.1,0.03,0.03,0.01,0.03,0.03,0.12,0.02,0.03,0.01,0.09,0.04,0.02,0.04,0.04,0.137704180799,0.00651130585851,21.148473715
63,0.09,0.04,0.07,0.04,0.01,0.06,0.04,0.01,0.06,0.09,0.03,0.03,0.03,0.06,0.03,0.14,0.04,0.05,0.08,0.117633499012,0.00549103638333,21.4228227241
64,0.04,0.05,0.08,0.02,0.01,0.01,0.06,0.02,0.02,0.03,0.02,0.01,0.02,0.1,0.03,0.05,0.13,0.27,0.03,0.0568046717259,0.00506889859341,11.2065117656
65,0.01,0.12,0.01,0.01,0.03,0.11,0.09,0.03,0.01,0.01,0.18,0.04,0.02,0.08,0.03,0.02,0.11,0.08,0.01,0.114403151196,0.00559053264158,20.4637301185
66,0.01,0.04,0.16,0.03,0.01,0.02,0.05,0.02,0.06,0.02,0.22,0.02,0.12,0.02,0.05,0.04,0.02,0.07,0.02,0.101971914676,0.00689182301667,14.7960727415
67,0.11,0.13,0.13,0.09,0.02,0.02,0.09,0.06,0.03,0.01,0.03,0.02,0.03,0.11,0.02,0.03,0.01,0.05,0.01,0.102073403803,0.00549432374553,18.5779740201
68,0.05,0.02,0.03,0.07,0.03,0.04,0.07,0.08,0.1,0.12,0.03,0.09,0.02,0.01,0.01,0.01,0.01,0.03,0.18,0.123681604343,0.0068130120193,18.1537334725
69,0.03,0.16,0.02,0.03,0.01,0.01,0.06,0.01,0.02,0.03,0.02,0.01,0.03,0.05,0.15,0.01,0.14,0.18,0.03,0.0797302831797,0.00510793913302,15.6090903011
70,0.14,0.03,0.04,0.12,0.04,0.23,0.01,0.01,0.06,0.02,0.02,0.02,0.04,0.03,0.02,0.03,0.01,0.09,0.04,0.0864825134592,0.00616546093459,14.0269339757
71,0.08,0.01,0.02,0.01,0.01,0.01,0.19,0.12,0.05,0.13,0.1,0.01,0.07,0.01,0.02,0.01,0.1,0.04,0.01,0.11569107626,0.00537540823257,21.5222865416
72,0.04,0.01,0.02,0.01,0.03,0.11,0.15,0.02,0.1,0.08,0.01,0.06,0.1,0.02,0.04,0.07,0.04,0.05,0.04,0.132576530046,0.00577517268503,22.9562884569
73,0.01,0.01,0.15,0.03,0.07,0.07,0.01,0.08,0.04,0.09,0.04,0.05,0.07,0.07,0.03,0.06,0.06,0.03,0.03,0.119483046739,0.00616180024446,19.3909315458
74,0.03,0.13,0.01,0.02,0.01,0.02,0.01,0.12,0.03,0.12,0.09,0.08,0.01,0.02,0.01,0.02,0.09,0.07,0.11,0.11172938786,0.00595919423835,18.7490763669
75,0.07,0.03,0.02,0.06,0.05,0.1,0.11,0.04,0.07,0.06,0.04,0.04,0.08,0.01,0.03,0.07,0.05,0.04,0.03,0.12113034317,0.00578124933066,20.9522780012
76,0.01,0.25,0.1,0.02,0.05,0.09,0.01,0.02,0.02,0.07,0.09,0.02,0.03,0.01,0.01,0.06,0.03,0.03,0.08,0.118654376054,0.00583428745242,20.337423725
77,0.04,0.16,0.04,0.01,0.05,0.01,0.04,0.07,0.02,0.1,0.01,0.05,0.11,0.05,0.06,0.04,0.03,0.01,0.1,0.117046818809,0.00622747417863,18.7952314937
78,0.05,0.04,0.03,0.01,0.14,0.02,0.06,0.03,0.04,0.01,0.09,0.11,0.01,0.04,0.1,0.06,0.11,0.04,0.01,0.176010551089,0.00617005096993,28.5265959628
79,0.04,0.09,0.02,0.11,0.1,0.04,0.02,0.04,0.01,0.03,0.09,0.09,0.09,0.07,0.05,0.01,0.03,0.04,0.03,0.118063848954,0.00671858280639,17.5727310888
80,0.07,0.07,0.01,0.06,0.02,0.08,0.03,0.05,0.04,0.04,0.05,0.02,0.07,0.04,0.09,0.05,0.02,0.18,0.01,0.0759557618977,0.00544472808125,13.9503315435
81,0.04,0.01,0.01,0.13,0.03,0.07,0.07,0.02,0.11,0.06,0.06,0.01,0.07,0.01,0.04,0.09,0.01,0.01,0.15,0.0932705840323,0.00662764545391,14.0729591951
82,0.04,0.07,0.15,0.01,0.06,0.11,0.1,0.05,0.02,0.18,0.06,0.01,0.01,0.01,0.04,0.01,0.01,0.05,0.01,0.135855466075,0.00545038551111,24.9258453
83,0.04,0.01,0.07,0.03,0.08,0.02,0.04,0.09,0.04,0.05,0.07,0.13,0.01,0.16,0.02,0.04,0.04,0.05,0.01,0.148768955672,0.00599312457402,24.8232710391
84,0.16,0.03,0.06,0.05,0.01,0.14,0.03,0.08,0.01,0.04,0.07,0.05,0.07,0.04,0.01,0.02,0.08,0.02,0.03,0.110264505788,0.00632683072445,17.4280790162
85,0.16,0.02,0.01,0.03,0.03,0.07,0.01,0.02,0.04,0.25,0.03,0.04,0.04,0.01,0.06,0.01,0.01,0.05,0.11,0.121957512929,0.00607855106352,20.0635828595
86,0.02,0.01,0.06,0.06,0.02,0.01,0.03,0.05,0.07,0.05,0.04,0.05,0.12,0.12,0.05,0.01,0.03,0.03,0.17,0.0818121826315,0.00710776140307,11.5102601216
87,0.07,0.01,0.03,0.01,0.03,0.04,0.14,0.06,0.03,0.05,0.02,0.05,0.12,0.03,0.03,0.07,0.15,0.03,0.03,0.120685062269,0.00592045103002,20.3844372088
88,0.02,0.04,0.15,0.01,0.09,0.09,0.08,0.02,0.09,0.09,0.01,0.08,0.04,0.05,0.02,0.02,0.03,0.06,0.01,0.148375457407,0.00586570005438,25.2954389129
89,0.04,0.02,0.16,0.01,0.06,0.01,0.03,0.04,0.1,0.05,0.09,0.01,0.03,0.05,0.04,0.04,0.16,0.02,0.04,0.118319839463,0.00573468588793,20.6323139183
90,0.02,0.13,0.09,0.08,0.03,0.06,0.03,0.03,0.01,0.06,0.06,0.02,0.07,0.02,0.08,0.01,0.16,0.02,0.02,0.0995677639109,0.00587746321878,16.9406017876
91,0.08,0.03,0.02,0.01,0.04,0.01,0.04,0.02,0.01,0.02,0.1,0.07,0.14,0.14,0.01,0.14,0.04,0.06,0.02,0.114574497648,0.00622146298358,18.4160056807
92,0.02,0.09,0.02,0.03,0.04,0.06,0.15,0.02,0.01,0.02,0.11,0.07,0.05,0.03,0.06,0.04,0.08,0.05,0.05,0.137632984309,0.00596620024356,23.0687839312
93,0.08,0.01,0.08,0.11,0.05,0.05,0.02,0.02,0.03,0.04,0.01,0.03,0.06,0.05,0.11,0.1,0.06,0.04,0.05,0.108244825524,0.00612793371888,17.6641638911
94,0.03,0.01,0.07,0.27,0.01,0.01,0.01,0.17,0.11,0.02,0.01,0.06,0.02,0.02,0.07,0.01,0.03,0.03,0.04,0.0721056800132,0.00696878256114,10.3469550643
95,0.04,0.03,0.02,0.03,0.09,0.02,0.01,0.09,0.04,0.14,0.01,0.17,0.06,0.05,0.1,0.01,0.07,0.01,0.01,0.172821023652,0.00678241399045,25.4807541821
96,0.02,0.02,0.16,0.02,0.04,0.01,0.03,0.07,0.06,0.02,0.13,0.02,0.04,0.03,0.01,0.1,0.09,0.11,0.02,0.10326535928,0.00578807313569,17.8410598586
97,0.07,0.02,0.02,0.01,0.04,0.01,0.1,0.1,0.05,0.06,0.01,0.02,0.07,0.05,0.03,0.13,0.02,0.09,0.1,0.104033433781,0.00554181324751,18.7724539126
98,0.05,0.01,0.02,0.05,0.02,0.01,0.01,0.04,0.02,0.13,0.03,0.17,0.04,0.03,0.14,0.04,0.05,0.04,0.1,0.161044781135,0.00711237555143,22.6428961703
99,0.11,0.1,0.06,0.04,0.04,0.08,0.12,0.02,0.13,0.02,0.03,0.01,0.03,0.02,0.02,0.03,0.06,0.05,0.03,0.117929094904,0.00521407935252,22.6174338615
100,0.02,0.03,0.04,0.05,0.1,0.04,0.01,0.02,0.06,0.12,0.2,0.04,0.02,0.05,0.05,0.06,0.05,0.01,0.03,0.139561853705,0.00617938783127,22.5850614196
101,0.14,0.01,0.03,0.07,0.03,0.04,0.07,0.04,0.02,0.05,0.01,0.12,0.09,0.12,0.03,0.08,0.01,0.03,0.01,0.138923085867,0.00630378288219,22.0380505585
102,0.09,0.02,0.05,0.09,0.02,0.02,0.01,0.01,0.07,0.01,0.08,0.07,0.12,0.03,0.03,0.05,0.05,0.14,0.04,0.0841717442728,0.0065284818254,12.8930043039
103,0.01,0.08,0.07,0.01,0.05,0.04,0.16,0.07,0.09,0.01,0.12,0.02,0.02,0.01,0.03,0.04,0.01,0.07,0.09,0.124069590968,0.00575556369959,21.5564621371
104,0.1,0.06,0.17,0.09,0.02,0.07,0.06,0.03,0.04,0.07,0.06,0.02,0.03,0.04,0.04,0.01,0.04,0.04,0.01,0.111083648736,0.00592325120436,18.7538304393
105,0.04,0.01,0.03,0.01,0.08,0.04,0.05,0.23,0.01,0.04,0.05,0.03,0.04,0.05,0.08,0.04,0.07,0.01,0.09,0.113504018844,0.00619783845864,18.3134845481
106,0.07,0.03,0.02,0.02,0.08,0.14,0.05,0.02,0.12,0.01,0.04,0.08,0.06,0.03,0.03,0.01,0.13,0.03,0.03,0.135091692646,0.00613749944697,22.0108684022
107,0.02,0.06,0.15,0.02,0.02,0.02,0.03,0.02,0.03,0.09,0.02,0.03,0.04,0.1,0.07,0.07,0.09,0.06,0.06,0.109654513487,0.00552487189922,19.8474309427
108,0.02,0.03,0.01,0.02,0.06,0.02,0.07,0.1,0.04,0.06,0.03,0.12,0.02,0.06,0.11,0.07,0.06,0.05,0.05,0.154645157171,0.00597801154803,25.868996058
109,0.13,0.11,0.06,0.09,0.01,0.15,0.03,0.09,0.01,0.03,0.08,0.02,0.01,0.06,0.01,0.02,0.01,0.01,0.07,0.100578081892,0.0060647205637,16.5841246658
110,0.11,0.01,0.07,0.13,0.02,0.02,0.01,0.04,0.04,0.04,0.05,0.15,0.02,0.04,0.04,0.01,0.03,0.09,0.08,0.126534352123,0.00710449030846,17.8104757173
111,0.05,0.08,0.03,0.12,0.06,0.09,0.04,0.02,0.01,0.1,0.06,0.02,0.01,0.02,0.02,0.06,0.02,0.1,0.09,0.093612805409,0.0059298208908,15.7867846488
112,0.01,0.02,0.02,0.04,0.06,0.04,0.07,0.15,0.02,0.02,0.15,0.02,0.15,0.02,0.05,0.01,0.01,0.09,0.05,0.0793897906761,0.00679610050079,11.681668137
113,0.02,0.04,0.01,0.01,0.03,0.06,0.17,0.12,0.02,0.07,0.02,0.01,0.07,0.15,0.05,0.02,0.01,0.1,0.02,0.0911814343998,0.00497255086596,18.3369535793
114,0.18,0.02,0.02,0.09,0.03,0.01,0.09,0.02,0.04,0.03,0.07,0.01,0.07,0.09,0.02,0.02,0.05,0.06,0.08,0.0884881200265,0.00605477145127,14.6146094429
115,0.06,0.08,0.05,0.05,0.13,0.04,0.06,0.04,0.01,0.02,0.02,0.04,0.04,0.05,0.08,0.04,0.03,0.07,0.09,0.12325884076,0.0060899538898,20.2397001669
116,0.01,0.04,0.09,0.01,0.03,0.04,0.04,0.19,0.01,0.04,0.04,0.1,0.01,0.04,0.06,0.03,0.13,0.08,0.01,0.126403619408,0.00588957404434,21.462268486
117,0.02,0.02,0.04,0.01,0.04,0.02,0.1,0.01,0.04,0.02,0.04,0.07,0.01,0.16,0.03,0.08,0.16,0.03,0.1,0.127995794078,0.00559788163425,22.8650411781
118,0.12,0.04,0.09,0.16,0.01,0.14,0.13,0.02,0.02,0.05,0.02,0.06,0.03,0.02,0.03,0.01,0.03,0.01,0.01,0.123145929654,0.00640921777809,19.2138781857
119,0.01,0.04,0.04,0.13,0.01,0.08,0.01,0.07,0.09,0.03,0.11,0.06,0.06,0.03,0.04,0.07,0.08,0.03,0.01,0.100110134881,0.00618730826563,16.1799171114
120,0.08,0.08,0.01,0.17,0.04,0.08,0.03,0.03,0.01,0.08,0.03,0.03,0.14,0.01,0.02,0.01,0.04,0.05,0.06,0.0695633929197,0.00690214723934,10.0785147734
121,0.02,0.02,0.07,0.03,0.03,0.03,0.03,0.14,0.02,0.05,0.04,0.15,0.07,0.04,0.09,0.09,0.01,0.06,0.01,0.151030191802,0.0066477580552,22.7189663866
122,0.07,0.04,0.14,0.03,0.01,0.01,0.06,0.07,0.08,0.04,0.03,0.05,0.13,0.01,0.13,0.01,0.06,0.01,0.02,0.121202530097,0.00657500314401,18.4338360671
123,0.06,0.04,0.12,0.05,0.03,0.05,0.05,0.14,0.01,0.01,0.02,0.03,0.06,0.1,0.08,0.07,0.04,0.01,0.03,0.109287745625,0.00589526245969,18.5382324149
124,0.02,0.18,0.1,0.02,0.08,0.01,0.14,0.03,0.01,0.02,0.1,0.02,0.01,0.09,0.04,0.02,0.03,0.07,0.01,0.128820466076,0.005318956684,24.219122984
125,0.04,0.04,0.07,0.13,0.01,0.04,0.05,0.06,0.08,0.05,0.05,0.04,0.04,0.02,0.1,0.07,0.01,0.09,0.01,0.0999511011279,0.00575396959511,17.3708080093
126,0.13,0.03,0.04,0.05,0.03,0.04,0.03,0.03,0.05,0.01,0.05,0.05,0.01,0.01,0.1,0.1,0.01,0.14,0.09,0.114260189811,0.00596853076083,19.1437716232
127,0.01,0.1,0.03,0.02,0.01,0.09,0.02,0.06,0.03,0.19,0.06,0.02,0.07,0.07,0.01,0.01,0.04,0.07,0.09,0.0856811332708,0.00552727682842,15.5015093202
128,0.02,0.02,0.04,0.06,0.04,0.04,0.03,0.16,0.03,0.05,0.01,0.06,0.12,0.09,0.05,0.04,0.02,0.02,0.1,0.0917630716197,0.006702435089,13.6910048962
129,0.18,0.09,0.02,0.03,0.01,0.02,0.03,0.03,0.09,0.01,0.02,0.15,0.06,0.1,0.01,0.03,0.08,0.03,0.01,0.148668869071,0.00614168670348,24.2065211478
130,0.03,0.02,0.03,0.04,0.05,0.09,0.04,0.19,0.03,0.04,0.02,0.15,0.01,0.04,0.03,0.08,0.02,0.03,0.06,0.153399168229,0.00659989204841,23.2426783808
131,0.02,0.01,0.03,0.06,0.16,0.04,0.1,0.02,0.07,0.02,0.05,0.01,0.02,0.08,0.13,0.01,0.01,0.13,0.03,0.115021509576,0.00554335444443,20.7494416476
132,0.01,0.16,0.03,0.03,0.01,0.05,0.04,0.06,0.01,0.06,0.02,0.14,0.14,0.03,0.01,0.05,0.04,0.05,0.06,0.125674285225,0.00683944771435,18.3749171679
133,0.06,0.04,0.03,0.02,0.03,0.06,0.01,0.1,0.14,0.01,0.03,0.02,0.1,0.11,0.04,0.09,0.05,0.01,0.05,0.0958518337133,0.00568524569316,16.859752223
134,0.03,0.08,0.21,0.02,0.01,0.08,0.06,0.1,0.03,0.08,0.01,0.01,0.04,0.02,0.01,0.04,0.01,0.11,0.05,0.0942953603016,0.0056702889207,16.6297276242
135,0.08,0.01,0.03,0.01,0.01,0.1,0.05,0.13,0.12,0.02,0.02,0.02,0.11,0.11,0.06,0.07,0.03,0.01,0.01,0.0998156398245,0.00574128263742,17.3855993736
136,0.07,0.06,0.08,0.06,0.03,0.18,0.01,0.1,0.03,0.04,0.03,0.01,0.03,0.02,0.03,0.04,0.11,0.03,0.04,0.0958851883983,0.0058117537349,16.4984947353
