,AOS,BP,CELG,EVR,FB,GOOGL,HSBC,INTC,JNJ,LMT,LPX,LRCX,MASI,MRK,MSFT,RTN,SPY,T,THO,portfolioreturn,portfoliostandarddeviation,returnoverrisk
36,0.1,0.09,0.01,0.01,0.02,0.01,0.06,0.05,0.06,0.19,0.14,0.02,0.03,0.01,0.01,0.01,0.07,0.09,0.02,0.196495915849,0.00525549031176,37.388693384
37,0.04,0.01,0.08,0.05,0.05,0.01,0.16,0.07,0.14,0.04,0.01,0.03,0.04,0.01,0.04,0.02,0.09,0.05,0.06,0.222595081345,0.00553193227127,40.2382152256
38,0.05,0.04,0.09,0.02,0.02,0.04,0.08,0.07,0.02,0.05,0.16,0.09,0.08,0.02,0.02,0.01,0.12,0.01,0.01,0.261042518502,0.0066098274889,39.4930909983
39,0.04,0.04,0.01,0.04,0.08,0.02,0.03,0.04,0.09,0.03,0.04,0.15,0.03,0.05,0.04,0.06,0.15,0.01,0.05,0.313592552757,0.00635967863286,49.3094967311
40,0.01,0.07,0.1,0.05,0.04,0.04,0.09,0.11,0.03,0.03,0.04,0.02,0.07,0.03,0.01,0.06,0.09,0.05,0.06,0.176106864706,0.0057279923503,30.7449545906
41,0.08,0.01,0.05,0.03,0.03,0.06,0.01,0.04,0.03,0.17,0.08,0.07,0.09,0.02,0.04,0.1,0.03,0.04,0.02,0.244576040639,0.00621831411733,39.3315673708
42,0.03,0.04,0.02,0.03,0.01,0.05,0.05,0.35,0.04,0.01,0.03,0.06,0.01,0.06,0.04,0.05,0.02,0.08,0.02,0.163328309876,0.005799155715,28.1641531806
43,0.03,0.01,0.07,0.01,0.04,0.02,0.25,0.02,0.08,0.01,0.03,0.02,0.02,0.04,0.06,0.17,0.07,0.03,0.02,0.297260218119,0.00510780171245,58.1972901168
44,0.04,0.01,0.06,0.12,0.02,0.11,0.01,0.12,0.03,0.03,0.01,0.02,0.11,0.04,0.06,0.05,0.1,0.05,0.01,0.123372668349,0.00626699343149,19.6861014293
45,0.08,0.1,0.02,0.04,0.05,0.05,0.02,0.07,0.06,0.04,0.04,0.08,0.01,0.11,0.01,0.03,0.05,0.04,0.1,0.21840164815,0.00589402015007,37.05478478
46,0.11,0.08,0.03,0.02,0.03,0.08,0.03,0.04,0.02,0.15,0.11,0.02,0.04,0.02,0.1,0.01,0.01,0.03,0.07,0.217773316218,0.00594673043795,36.6206806397
47,0.02,0.09,0.09,0.03,0.06,0.04,0.03,0.05,0.03,0.02,0.04,0.07,0.03,0.04,0.01,0.08,0.09,0.14,0.04,0.206510660045,0.00557116813643,37.0677486279
48,0.07,0.02,0.02,0.04,0.02,0.03,0.04,0.02,0.1,0.01,0.06,0.02,0.08,0.04,0.03,0.18,0.06,0.02,0.14,0.190164637613,0.00620148372411,30.6643774414
49,0.18,0.02,0.01,0.04,0.03,0.01,0.11,0.12,0.04,0.02,0.01,0.02,0.04,0.07,0.04,0.12,0.02,0.06,0.04,0.204085219399,0.00542081631436,37.6484292336
50,0.03,0.03,0.02,0.04,0.13,0.04,0.01,0.03,0.02,0.03,0.09,0.01,0.02,0.02,0.03,0.13,0.01,0.16,0.15,0.165340034001,0.00626930844109,26.372930213
51,0.04,0.04,0.11,0.03,0.09,0.02,0.02,0.02,0.04,0.02,0.03,0.04,0.18,0.05,0.08,0.05,0.12,0.01,0.01,0.211495304231,0.00696989000731,30.3441380006
52,0.02,0.1,0.03,0.01,0.01,0.07,0.01,0.02,0.03,0.04,0.08,0.14,0.06,0.08,0.06,0.09,0.05,0.02,0.08,0.286417238244,0.00655271114829,43.709730486
53,0.06,0.01,0.02,0.07,0.13,0.23,0.01,0.05,0.02,0.08,0.03,0.01,0.06,0.04,0.09,0.02,0.01,0.01,0.05,0.209650711355,0.00662601575383,31.6405392235
54,0.01,0.11,0.07,0.1,0.2,0.1,0.01,0.04,0.03,0.01,0.02,0.07,0.05,0.02,0.03,0.05,0.02,0.04,0.02,0.263659164753,0.00654136114165,40.3064681866
55,0.1,0.07,0.01,0.06,0.05,0.01,0.12,0.1,0.02,0.01,0.01,0.06,0.09,0.16,0.03,0.02,0.01,0.05,0.02,0.195753521553,0.0056832938297,34.443674288
56,0.05,0.05,0.08,0.12,0.02,0.02,0.14,0.03,0.14,0.06,0.01,0.01,0.02,0.13,0.04,0.01,0.02,0.04,0.01,0.180861899767,0.00519161420527,34.8373150653
57,0.05,0.15,0.08,0.06,0.02,0.1,0.01,0.02,0.04,0.01,0.05,0.03,0.07,0.06,0.01,0.09,0.02,0.1,0.03,0.163120360963,0.00558155371371,29.2249021204
58,0.05,0.1,0.01,0.01,0.05,0.14,0.04,0.03,0.05,0.05,0.02,0.02,0.08,0.06,0.06,0.05,0.15,0.02,0.01,0.204560070527,0.00551824495575,37.0697698575
59,0.02,0.05,0.11,0.02,0.03,0.01,0.01,0.02,0.03,0.02,0.17,0.02,0.16,0.03,0.04,0.06,0.01,0.1,0.09,0.142043030448,0.00715342517108,19.8566458796
60,0.09,0.03,0.01,0.03,0.14,0.05,0.03,0.04,0.07,0.01,0.06,0.01,0.06,0.03,0.09,0.08,0.03,0.08,0.06,0.211635795325,0.00587602177866,36.0168500556
61,0.08,0.02,0.01,0.01,0.02,0.18,0.06,0.01,0.01,0.03,0.07,0.05,0.03,0.05,0.06,0.01,0.07,0.16,0.07,0.179101531808,0.00592683002429,30.2187731171
62,0.04,0.05,0.02,0.08,0.02,0.19,0.08,0.01,0.02,0.06,0.1,0.01,0.03,0.11,0.06,0.04,0.01,0.04,0.03,0.182738099525,0.00563450356158,32.4319787054
63,0.03,0.04,0.03,0.05,0.03,0.08,0.01,0.02,0.23,0.04,0.06,0.06,0.07,0.05,0.11,0.01,0.05,0.02,0.01,0.227142140276,0.00585014832906,38.8267318194
64,0.05,0.05,0.08,0.02,0.1,0.02,0.18,0.02,0.04,0.01,0.06,0.1,0.01,0.03,0.11,0.06,0.02,0.02,0.02,0.364578925846,0.00608835079239,59.8813928892
65,0.08,0.02,0.05,0.04,0.03,0.01,0.02,0.03,0.04,0.1,0.1,0.01,0.07,0.11,0.11,0.07,0.04,0.04,0.03,0.187513850049,0.00563805263058,33.2586200121
66,0.09,0.09,0.02,0.05,0.04,0.05,0.05,0.01,0.04,0.02,0.1,0.01,0.01,0.12,0.03,0.06,0.08,0.12,0.01,0.163545486527,0.00507032665866,32.2554142044
67,0.01,0.02,0.04,0.04,0.02,0.02,0.08,0.01,0.06,0.23,0.01,0.05,0.06,0.02,0.01,0.03,0.09,0.18,0.02,0.173424295642,0.005160909957,33.6034337137
68,0.04,0.12,0.02,0.05,0.1,0.07,0.02,0.02,0.01,0.03,0.01,0.07,0.04,0.07,0.01,0.02,0.04,0.12,0.14,0.184457930256,0.00643373497142,28.6704272208
69,0.03,0.01,0.05,0.09,0.01,0.02,0.01,0.03,0.2,0.03,0.05,0.1,0.06,0.02,0.07,0.02,0.09,0.07,0.04,0.213235170758,0.00616539699198,34.5857973193
70,0.01,0.05,0.01,0.02,0.06,0.06,0.01,0.03,0.02,0.28,0.04,0.11,0.1,0.01,0.05,0.05,0.02,0.02,0.05,0.282126609594,0.00653328481476,43.1829650159
71,0.01,0.08,0.03,0.02,0.01,0.13,0.01,0.09,0.01,0.02,0.01,0.15,0.17,0.03,0.01,0.02,0.02,0.12,0.06,0.19916833245,0.00753250050865,26.4411973449
72,0.09,0.04,0.06,0.07,0.06,0.05,0.03,0.02,0.05,0.06,0.02,0.06,0.04,0.04,0.04,0.03,0.01,0.1,0.13,0.192553635822,0.00641019287973,30.0386648942
73,0.02,0.16,0.05,0.01,0.02,0.09,0.01,0.1,0.08,0.01,0.03,0.01,0.16,0.05,0.02,0.03,0.06,0.05,0.04,0.126242069554,0.00618156046365,20.4223626536
74,0.09,0.01,0.06,0.01,0.01,0.07,0.05,0.07,0.21,0.05,0.01,0.05,0.01,0.01,0.08,0.13,0.03,0.01,0.04,0.273660318355,0.00548442766883,49.8976985166
75,0.01,0.01,0.04,0.02,0.07,0.01,0.15,0.11,0.02,0.06,0.15,0.05,0.07,0.09,0.01,0.06,0.01,0.03,0.03,0.24170123101,0.00592197650158,40.8142840394
76,0.04,0.1,0.06,0.03,0.09,0.11,0.09,0.02,0.06,0.02,0.07,0.01,0.03,0.02,0.06,0.03,0.02,0.05,0.09,0.221160928002,0.00587221706712,37.6622535364
77,0.01,0.01,0.21,0.02,0.03,0.07,0.1,0.01,0.16,0.14,0.02,0.01,0.02,0.01,0.04,0.04,0.02,0.05,0.03,0.24409238993,0.00558141582863,43.7330593929
78,0.03,0.02,0.02,0.1,0.02,0.01,0.07,0.01,0.07,0.08,0.01,0.04,0.15,0.08,0.04,0.07,0.01,0.11,0.06,0.134116840744,0.00620180806791,21.6254420122
79,0.03,0.11,0.02,0.02,0.03,0.06,0.08,0.03,0.13,0.1,0.01,0.04,0.01,0.02,0.1,0.04,0.05,0.08,0.04,0.233802384184,0.00499734016148,46.7853651402
80,0.01,0.01,0.02,0.05,0.01,0.03,0.03,0.06,0.13,0.03,0.08,0.04,0.04,0.01,0.01,0.06,0.03,0.01,0.34,0.150121311269,0.00860137186851,17.453182302
81,0.08,0.01,0.01,0.02,0.09,0.04,0.04,0.01,0.14,0.13,0.03,0.02,0.04,0.04,0.05,0.14,0.01,0.02,0.08,0.25070926258,0.00548884088617,45.6761760414
82,0.01,0.01,0.03,0.13,0.02,0.06,0.02,0.07,0.01,0.08,0.11,0.02,0.06,0.03,0.08,0.02,0.06,0.1,0.08,0.114960237778,0.00642388415684,17.8957520047
83,0.06,0.06,0.01,0.01,0.06,0.05,0.04,0.01,0.05,0.02,0.11,0.03,0.09,0.05,0.01,0.05,0.17,0.02,0.1,0.192244919632,0.00623999223046,30.8085190705
84,0.07,0.14,0.04,0.06,0.04,0.03,0.04,0.06,0.04,0.02,0.01,0.04,0.16,0.06,0.01,0.06,0.02,0.05,0.05,0.158878691354,0.00637680731783,24.9150842162
85,0.09,0.02,0.01,0.01,0.15,0.21,0.02,0.01,0.05,0.04,0.03,0.01,0.06,0.07,0.05,0.09,0.01,0.03,0.04,0.239861117781,0.00617775508065,38.8265825773
86,0.01,0.01,0.16,0.07,0.08,0.09,0.01,0.06,0.01,0.03,0.04,0.03,0.02,0.04,0.03,0.02,0.24,0.03,0.02,0.198075952529,0.00609860128323,32.4789149725
87,0.1,0.07,0.07,0.02,0.13,0.09,0.01,0.03,0.05,0.03,0.04,0.05,0.04,0.04,0.02,0.05,0.01,0.08,0.07,0.237252203522,0.00606804664807,39.0986123348
88,0.08,0.03,0.02,0.1,0.04,0.03,0.01,0.07,0.07,0.01,0.05,0.09,0.23,0.01,0.02,0.08,0.01,0.04,0.01,0.179741176989,0.00777890967195,23.1062172682
89,0.04,0.02,0.11,0.01,0.14,0.01,0.09,0.09,0.03,0.07,0.02,0.04,0.01,0.06,0.04,0.09,0.01,0.08,0.04,0.266011548988,0.00549570206924,48.4035607529
90,0.12,0.01,0.04,0.02,0.06,0.01,0.07,0.1,0.09,0.05,0.04,0.03,0.08,0.01,0.01,0.17,0.01,0.03,0.05,0.235838659748,0.00576447077494,40.9124564866
91,0.02,0.08,0.01,0.02,0.16,0.01,0.06,0.02,0.04,0.06,0.03,0.04,0.11,0.01,0.13,0.01,0.04,0.04,0.11,0.240997313528,0.00675058426025,35.7002156016
92,0.06,0.01,0.02,0.08,0.01,0.04,0.03,0.06,0.11,0.14,0.06,0.06,0.02,0.02,0.01,0.07,0.03,0.03,0.14,0.201353390905,0.00625751758305,32.1778386129
93,0.06,0.04,0.18,0.07,0.05,0.01,0.01,0.01,0.02,0.02,0.09,0.11,0.02,0.02,0.02,0.14,0.03,0.09,0.01,0.284227996712,0.00647593070021,43.8899070837
94,0.11,0.04,0.03,0.07,0.06,0.07,0.03,0.05,0.18,0.03,0.08,0.02,0.04,0.02,0.01,0.02,0.01,0.02,0.11,0.187379464079,0.00615073205534,30.4645792391
95,0.03,0.03,0.05,0.02,0.08,0.05,0.02,0.13,0.14,0.01,0.05,0.01,0.1,0.04,0.04,0.06,0.07,0.03,0.04,0.174386554623,0.00584182718772,29.8513716718
96,0.07,0.04,0.05,0.08,0.02,0.09,0.03,0.06,0.06,0.02,0.02,0.07,0.01,0.11,0.03,0.12,0.06,0.05,0.01,0.222093135884,0.00545457765667,40.7168345312
97,0.06,0.04,0.07,0.01,0.04,0.02,0.19,0.01,0.03,0.01,0.04,0.04,0.08,0.09,0.18,0.02,0.03,0.01,0.03,0.278907657475,0.00591554704468,47.1482443413
98,0.05,0.02,0.01,0.1,0.08,0.12,0.1,0.12,0.03,0.03,0.01,0.07,0.04,0.03,0.03,0.07,0.03,0.01,0.05,0.241494626483,0.00624850447115,38.648388202
99,0.02,0.01,0.07,0.13,0.1,0.01,0.07,0.12,0.05,0.02,0.01,0.09,0.07,0.01,0.02,0.05,0.04,0.02,0.09,0.226635995257,0.00692859772715,32.7102256736
100,0.01,0.02,0.03,0.02,0.06,0.05,0.01,0.01,0.01,0.01,0.02,0.09,0.08,0.14,0.06,0.01,0.07,0.19,0.11,0.153175988538,0.00651275395985,23.5193881855
101,0.13,0.11,0.01,0.11,0.03,0.11,0.01,0.04,0.05,0.01,0.03,0.03,0.03,0.07,0.09,0.05,0.04,0.02,0.03,0.189606821206,0.00581743043431,32.5928815733
102,0.01,0.04,0.01,0.02,0.03,0.04,0.03,0.07,0.02,0.11,0.01,0.15,0.08,0.05,0.09,0.04,0.05,0.14,0.01,0.254217214334,0.00627055859149,40.5413984456
103,0.13,0.05,0.02,0.06,0.02,0.16,0.17,0.03,0.03,0.03,0.02,0.02,0.02,0.06,0.02,0.06,0.08,0.01,0.01,0.238143744621,0.00543901428273,43.7843572827
104,0.06,0.02,0.1,0.04,0.02,0.05,0.05,0.06,0.07,0.1,0.06,0.02,0.02,0.01,0.02,0.09,0.06,0.13,0.02,0.183966532552,0.00523267773706,35.1572448747
105,0.01,0.01,0.01,0.02,0.01,0.02,0.03,0.03,0.01,0.01,0.02,0.3,0.03,0.05,0.05,0.02,0.09,0.23,0.05,0.329115478585,0.00769925765144,42.7463910789
106,0.08,0.03,0.04,0.07,0.09,0.04,0.05,0.05,0.04,0.01,0.05,0.01,0.06,0.03,0.04,0.1,0.06,0.12,0.03,0.170547632762,0.0055715587979,30.6103980857
107,0.05,0.01,0.01,0.01,0.03,0.09,0.01,0.02,0.03,0.11,0.06,0.02,0.03,0.16,0.04,0.11,0.01,0.06,0.14,0.172058972597,0.00580487015128,29.6404515714
108,0.03,0.04,0.01,0.03,0.16,0.04,0.01,0.01,0.04,0.01,0.05,0.13,0.01,0.08,0.02,0.01,0.15,0.04,0.13,0.287036650478,0.00699247198336,41.049381558
109,0.09,0.01,0.06,0.03,0.15,0.07,0.04,0.04,0.15,0.01,0.02,0.02,0.02,0.02,0.06,0.03,0.02,0.06,0.1,0.232427275471,0.00604044522751,38.4785006265
110,0.05,0.08,0.01,0.05,0.05,0.05,0.02,0.04,0.04,0.05,0.06,0.03,0.03,0.09,0.14,0.13,0.03,0.03,0.02,0.230991251561,0.00538701188775,42.8792912238
111,0.1,0.02,0.03,0.06,0.04,0.04,0.03,0.12,0.01,0.09,0.01,0.03,0.04,0.15,0.08,0.02,0.04,0.05,0.04,0.167306877832,0.00551793593504,30.3205546061
112,0.09,0.01,0.04,0.01,0.05,0.03,0.08,0.15,0.02,0.02,0.21,0.04,0.09,0.06,0.03,0.03,0.01,0.01,0.02,0.218965262313,0.00665310880814,32.9117212159
113,0.01,0.07,0.04,0.06,0.04,0.02,0.05,0.02,0.05,0.06,0.14,0.1,0.05,0.01,0.05,0.05,0.09,0.07,0.02,0.253943375129,0.00621358911547,40.8690324399
114,0.05,0.03,0.01,0.02,0.09,0.04,0.01,0.02,0.03,0.1,0.03,0.05,0.15,0.11,0.09,0.02,0.04,0.1,0.01,0.182217339792,0.00631993934952,28.8321342523
115,0.01,0.04,0.06,0.08,0.04,0.08,0.1,0.18,0.01,0.04,0.03,0.07,0.03,0.04,0.03,0.07,0.03,0.04,0.02,0.223277555343,0.00586770947944,38.0519103963
116,0.05,0.08,0.02,0.03,0.02,0.05,0.01,0.09,0.04,0.03,0.09,0.03,0.09,0.02,0.04,0.02,0.09,0.07,0.13,0.137556800653,0.00650917323069,21.1327607636
117,0.04,0.12,0.01,0.04,0.01,0.03,0.1,0.06,0.06,0.02,0.15,0.01,0.08,0.02,0.03,0.03,0.07,0.07,0.05,0.161074297819,0.00579760321227,27.7829116483
118,0.15,0.06,0.03,0.06,0.01,0.06,0.01,0.01,0.02,0.01,0.01,0.04,0.15,0.05,0.01,0.14,0.05,0.09,0.04,0.156577647826,0.00635401661225,24.6423101136
119,0.02,0.13,0.01,0.03,0.01,0.05,0.03,0.03,0.02,0.06,0.07,0.01,0.01,0.14,0.03,0.14,0.16,0.04,0.01,0.182601440418,0.00472373649899,38.6561444435
120,0.05,0.01,0.05,0.11,0.09,0.15,0.02,0.02,0.16,0.01,0.04,0.01,0.05,0.02,0.03,0.02,0.06,0.01,0.09,0.176954459342,0.00637892109681,27.7404997892
121,0.01,0.05,0.01,0.04,0.01,0.02,0.01,0.04,0.03,0.01,0.04,0.13,0.14,0.14,0.09,0.04,0.05,0.11,0.03,0.195859909084,0.00666695132322,29.3777319781
122,0.03,0.03,0.06,0.17,0.08,0.02,0.02,0.05,0.08,0.02,0.1,0.01,0.02,0.04,0.05,0.01,0.14,0.04,0.03,0.14812475419,0.0061960188819,23.9064400889
123,0.09,0.03,0.07,0.09,0.08,0.01,0.01,0.01,0.05,0.16,0.06,0.06,0.05,0.09,0.07,0.02,0.01,0.03,0.01,0.237956121847,0.00591629741812,40.2204461727
124,0.02,0.07,0.06,0.02,0.06,0.03,0.01,0.09,0.11,0.07,0.02,0.08,0.03,0.06,0.15,0.02,0.07,0.01,0.02,0.270405648838,0.00579701518697,46.6456685237
125,0.03,0.02,0.08,0.04,0.04,0.02,0.01,0.29,0.02,0.02,0.01,0.02,0.04,0.14,0.02,0.02,0.09,0.04,0.05,0.118287074859,0.00580404801115,20.3800993086
126,0.02,0.04,0.01,0.01,0.02,0.08,0.1,0.02,0.05,0.05,0.08,0.04,0.05,0.06,0.03,0.02,0.02,0.05,0.25,0.178471395657,0.00735218870928,24.274593963
127,0.02,0.07,0.16,0.15,0.03,0.01,0.03,0.07,0.06,0.03,0.08,0.01,0.07,0.03,0.03,0.02,0.07,0.05,0.01,0.13857932286,0.00624453198886,22.1921071278
128,0.06,0.03,0.09,0.09,0.06,0.02,0.02,0.16,0.04,0.04,0.04,0.03,0.07,0.02,0.05,0.07,0.01,0.06,0.04,0.169710375574,0.00609691295538,27.8354598164
129,0.03,0.06,0.02,0.03,0.11,0.02,0.06,0.05,0.07,0.11,0.08,0.09,0.04,0.03,0.07,0.02,0.02,0.06,0.03,0.281908057207,0.00589678199767,47.8071017918
130,0.06,0.05,0.06,0.09,0.02,0.1,0.04,0.11,0.04,0.02,0.01,0.01,0.07,0.01,0.02,0.03,0.04,0.14,0.08,0.0996734205687,0.00593156067191,16.8039114968
131,0.03,0.04,0.17,0.03,0.02,0.09,0.01,0.03,0.01,0.02,0.03,0.15,0.13,0.01,0.01,0.11,0.01,0.04,0.06,0.287125236693,0.0076200067133,37.6804440594
132,0.02,0.07,0.01,0.02,0.06,0.12,0.01,0.1,0.08,0.03,0.04,0.03,0.03,0.02,0.25,0.01,0.04,0.02,0.04,0.23598926552,0.00613507535809,38.4655854649
133,0.02,0.08,0.03,0.03,0.01,0.02,0.1,0.02,0.02,0.09,0.02,0.03,0.02,0.09,0.15,0.02,0.19,0.04,0.02,0.218955460126,0.00501860536981,43.6287462337
134,0.05,0.05,0.02,0.02,0.02,0.18,0.08,0.06,0.01,0.01,0.11,0.04,0.14,0.03,0.02,0.03,0.09,0.01,0.03,0.195113698547,0.00671033784531,29.0765834813
135,0.04,0.02,0.02,0.04,0.04,0.01,0.07,0.05,0.01,0.08,0.23,0.03,0.05,0.04,0.03,0.05,0.08,0.01,0.1,0.207980135799,0.00676382622498,30.7488881117
136,0.02,0.01,0.02,0.06,0.02,0.01,0.01,0.02,0.01,0.08,0.1,0.14,0.01,0.01,0.12,0.06,0.07,0.09,0.14,0.263177524501,0.00724491422371,36.3258302824
137,0.01,0.03,0.04,0.05,0.07,0.16,0.02,0.02,0.01,0.11,0.07,0.12,0.03,0.06,0.04,0.05,0.03,0.07,0.01,0.279593346842,0.00636567717086,43.9220116473
