,AOS,BP,CELG,EVR,FB,GOOGL,HSBC,INTC,JNJ,LMT,LPX,LRCX,MASI,MRK,MSFT,RTN,SPY,T,THO,portfolioreturn,portfoliostandarddeviation,returnoverrisk
55,0.01,0.02,0.01,0.07,0.01,0.01,0.01,0.04,0.04,0.02,0.05,0.02,0.04,0.03,0.15,0.21,0.05,0.2,0.01,0.0864466873156,0.00531377294178,16.2684194945
56,0.12,0.01,0.01,0.04,0.1,0.02,0.02,0.07,0.06,0.02,0.13,0.07,0.03,0.06,0.01,0.12,0.09,0.01,0.01,0.147392252307,0.00602453964313,24.4653137065
57,0.01,0.02,0.01,0.03,0.09,0.02,0.15,0.07,0.02,0.12,0.09,0.1,0.01,0.02,0.02,0.02,0.05,0.13,0.02,0.145352494543,0.00569364216029,25.528912856
58,0.01,0.04,0.08,0.12,0.02,0.02,0.04,0.05,0.08,0.04,0.05,0.01,0.12,0.08,0.03,0.09,0.05,0.06,0.01,0.0729469631124,0.00588537629691,12.3946132638
59,0.04,0.06,0.01,0.07,0.03,0.08,0.07,0.06,0.02,0.01,0.01,0.04,0.13,0.01,0.04,0.02,0.14,0.05,0.11,0.0818820537097,0.006733088901,12.1611425177
60,0.06,0.11,0.01,0.05,0.05,0.01,0.11,0.03,0.01,0.05,0.08,0.02,0.03,0.03,0.01,0.1,0.13,0.1,0.01,0.110660394238,0.00510595818075,21.672796823
61,0.02,0.05,0.18,0.11,0.1,0.01,0.07,0.06,0.02,0.04,0.02,0.01,0.01,0.03,0.03,0.03,0.04,0.14,0.03,0.0929802137386,0.00586242175327,15.8603760787
62,0.02,0.04,0.05,0.21,0.02,0.01,0.06,0.06,0.09,0.04,0.02,0.02,0.03,0.09,0.03,0.04,0.01,0.1,0.06,0.059985384894,0.00610435596755,9.82665251058
63,0.01,0.07,0.04,0.04,0.04,0.04,0.09,0.03,0.02,0.02,0.03,0.12,0.06,0.08,0.04,0.08,0.06,0.1,0.03,0.133494326438,0.0058747533204,22.7233926528
64,0.17,0.06,0.02,0.08,0.02,0.21,0.02,0.01,0.03,0.05,0.02,0.05,0.01,0.06,0.04,0.05,0.03,0.03,0.04,0.121155559607,0.00602309657391,20.1151613826
65,0.04,0.02,0.05,0.03,0.08,0.03,0.03,0.01,0.01,0.19,0.04,0.11,0.01,0.1,0.01,0.02,0.07,0.1,0.05,0.137922565972,0.0057524647247,23.9762558439
66,0.04,0.01,0.05,0.06,0.02,0.14,0.02,0.01,0.07,0.04,0.06,0.01,0.02,0.07,0.12,0.1,0.06,0.06,0.04,0.106466485504,0.00555190647432,19.1765632214
67,0.06,0.01,0.02,0.01,0.06,0.07,0.04,0.01,0.04,0.09,0.14,0.1,0.02,0.01,0.03,0.13,0.01,0.05,0.1,0.159973005849,0.00652177579976,24.5290563124
68,0.07,0.02,0.01,0.07,0.02,0.04,0.19,0.09,0.01,0.03,0.03,0.11,0.06,0.07,0.06,0.02,0.05,0.01,0.04,0.145154300716,0.00625514910234,23.2055700577
69,0.03,0.04,0.04,0.01,0.07,0.05,0.04,0.03,0.05,0.08,0.08,0.07,0.06,0.04,0.09,0.01,0.01,0.16,0.04,0.114980568264,0.00587815195743,19.5606661919
70,0.05,0.01,0.02,0.16,0.08,0.01,0.05,0.09,0.09,0.03,0.05,0.06,0.06,0.01,0.08,0.04,0.03,0.02,0.06,0.110967807048,0.00660960692571,16.7888663117
71,0.02,0.05,0.08,0.02,0.08,0.07,0.04,0.06,0.05,0.04,0.14,0.15,0.03,0.05,0.02,0.02,0.05,0.01,0.02,0.172248031034,0.00684449064373,25.1659385629
72,0.03,0.03,0.04,0.05,0.01,0.02,0.06,0.04,0.03,0.08,0.08,0.09,0.01,0.01,0.08,0.13,0.09,0.04,0.08,0.144924736373,0.00604934971677,23.9570769022
73,0.14,0.01,0.13,0.04,0.05,0.07,0.03,0.02,0.01,0.05,0.21,0.01,0.04,0.02,0.01,0.02,0.04,0.09,0.01,0.110650801057,0.00651920642308,16.973047619
74,0.11,0.08,0.01,0.01,0.02,0.02,0.33,0.02,0.02,0.05,0.05,0.05,0.01,0.01,0.04,0.02,0.13,0.01,0.01,0.1690908528,0.00561039638499,30.1388424626
75,0.16,0.01,0.01,0.08,0.05,0.04,0.03,0.07,0.04,0.01,0.05,0.12,0.1,0.06,0.09,0.02,0.03,0.02,0.01,0.137971802403,0.00697031447156,19.7942005295
76,0.06,0.01,0.07,0.06,0.01,0.07,0.15,0.02,0.01,0.02,0.03,0.09,0.02,0.07,0.11,0.01,0.01,0.15,0.03,0.124193707534,0.00591480412312,20.997095584
77,0.02,0.05,0.14,0.09,0.08,0.08,0.01,0.07,0.01,0.01,0.03,0.02,0.06,0.07,0.02,0.04,0.11,0.05,0.04,0.089701823313,0.0061217322615,14.6530131475
78,0.03,0.04,0.02,0.13,0.05,0.03,0.04,0.01,0.01,0.16,0.15,0.05,0.14,0.02,0.04,0.01,0.01,0.01,0.05,0.103113873697,0.00713647138837,14.4488596794
79,0.08,0.17,0.03,0.02,0.02,0.01,0.04,0.02,0.04,0.03,0.07,0.08,0.01,0.13,0.03,0.04,0.03,0.03,0.12,0.127539027762,0.00600343200216,21.2443528495
80,0.02,0.11,0.01,0.07,0.04,0.02,0.01,0.15,0.01,0.01,0.19,0.08,0.14,0.01,0.02,0.03,0.01,0.02,0.05,0.103272123094,0.00740188910626,13.9521305456
81,0.04,0.16,0.07,0.05,0.09,0.02,0.01,0.02,0.03,0.03,0.01,0.04,0.04,0.06,0.12,0.01,0.06,0.06,0.08,0.114691285086,0.00595745283424,19.2517319527
82,0.04,0.01,0.12,0.02,0.04,0.22,0.01,0.08,0.02,0.03,0.04,0.02,0.02,0.03,0.06,0.17,0.02,0.02,0.03,0.130389705355,0.00612640371041,21.283237527
83,0.01,0.15,0.03,0.02,0.1,0.17,0.08,0.08,0.06,0.04,0.03,0.01,0.01,0.03,0.09,0.01,0.05,0.02,0.01,0.130619062161,0.0054173123131,24.1114144084
84,0.01,0.02,0.02,0.06,0.01,0.1,0.01,0.07,0.13,0.01,0.05,0.07,0.04,0.11,0.02,0.17,0.02,0.07,0.01,0.110989255672,0.00539246360997,20.5822910825
85,0.06,0.02,0.01,0.03,0.07,0.18,0.08,0.05,0.06,0.02,0.06,0.03,0.06,0.01,0.01,0.04,0.01,0.09,0.11,0.103927129685,0.00623888841044,16.6579561691
86,0.01,0.02,0.03,0.11,0.01,0.06,0.01,0.04,0.04,0.16,0.03,0.08,0.04,0.04,0.03,0.03,0.04,0.18,0.04,0.0826530920959,0.00582802056923,14.1820179106
87,0.01,0.07,0.04,0.02,0.06,0.04,0.01,0.14,0.08,0.04,0.01,0.08,0.01,0.01,0.04,0.02,0.03,0.28,0.01,0.0848639959848,0.00556793253461,15.2415632656
88,0.11,0.01,0.01,0.01,0.05,0.06,0.04,0.05,0.08,0.01,0.06,0.08,0.13,0.19,0.03,0.02,0.02,0.03,0.01,0.113866323104,0.00628629675776,18.1134183593
89,0.02,0.05,0.05,0.05,0.01,0.04,0.06,0.03,0.02,0.01,0.02,0.27,0.04,0.11,0.08,0.01,0.05,0.02,0.06,0.190174164237,0.00768303764577,24.752470703
90,0.1,0.02,0.01,0.01,0.01,0.04,0.04,0.03,0.08,0.04,0.06,0.02,0.29,0.01,0.03,0.12,0.03,0.03,0.03,0.0835432625826,0.00789060051891,10.5876938495
91,0.03,0.08,0.01,0.04,0.05,0.06,0.07,0.12,0.03,0.04,0.02,0.02,0.05,0.09,0.03,0.03,0.05,0.17,0.01,0.0741061621936,0.00510175315525,14.5256267676
92,0.05,0.01,0.03,0.15,0.04,0.01,0.04,0.05,0.01,0.13,0.03,0.04,0.1,0.07,0.01,0.02,0.04,0.12,0.05,0.0658127790736,0.00622951450786,10.5646722534
93,0.01,0.08,0.06,0.16,0.03,0.05,0.06,0.01,0.08,0.12,0.02,0.07,0.02,0.04,0.11,0.01,0.04,0.01,0.02,0.124692547513,0.00601695307315,20.7235366468
94,0.17,0.21,0.04,0.06,0.01,0.01,0.08,0.02,0.02,0.03,0.02,0.03,0.1,0.04,0.03,0.02,0.01,0.07,0.03,0.100459728503,0.00585028908804,17.1717545904
95,0.04,0.04,0.05,0.05,0.01,0.02,0.03,0.03,0.05,0.11,0.14,0.12,0.05,0.01,0.04,0.04,0.01,0.01,0.15,0.143209222565,0.00734049154502,19.5094867539
96,0.06,0.03,0.03,0.19,0.05,0.06,0.02,0.05,0.02,0.05,0.01,0.08,0.08,0.01,0.06,0.13,0.01,0.01,0.05,0.114564775413,0.00690117292513,16.600768689
97,0.05,0.01,0.08,0.07,0.02,0.08,0.03,0.02,0.13,0.07,0.01,0.11,0.01,0.02,0.08,0.1,0.08,0.02,0.01,0.155518153167,0.00599642451995,25.9351472948
98,0.01,0.1,0.09,0.02,0.06,0.01,0.06,0.02,0.02,0.03,0.04,0.02,0.12,0.2,0.12,0.05,0.01,0.01,0.01,0.109846787724,0.0057925414298,18.9634876255
99,0.02,0.03,0.02,0.09,0.01,0.05,0.17,0.1,0.07,0.02,0.06,0.02,0.06,0.05,0.04,0.01,0.08,0.08,0.02,0.0886898239387,0.0054747684076,16.1997398494
100,0.08,0.02,0.17,0.04,0.07,0.01,0.05,0.03,0.03,0.08,0.03,0.03,0.08,0.03,0.05,0.02,0.01,0.04,0.13,0.114443997805,0.00680130755129,16.8267641099
101,0.02,0.1,0.09,0.03,0.02,0.08,0.07,0.05,0.03,0.02,0.01,0.07,0.1,0.06,0.05,0.04,0.08,0.02,0.06,0.117517644193,0.00620952654215,18.9253791566
102,0.03,0.07,0.25,0.12,0.04,0.01,0.01,0.03,0.01,0.12,0.01,0.07,0.03,0.01,0.03,0.02,0.01,0.02,0.11,0.121458978471,0.00713989178038,17.0113192478
103,0.01,0.14,0.02,0.32,0.06,0.06,0.02,0.02,0.07,0.02,0.01,0.03,0.07,0.03,0.02,0.03,0.04,0.01,0.02,0.0635657652676,0.00716466614362,8.87211825273
104,0.08,0.17,0.01,0.02,0.02,0.06,0.02,0.03,0.09,0.07,0.01,0.06,0.04,0.01,0.14,0.1,0.03,0.01,0.03,0.146904793996,0.00556270532116,26.4088758104
105,0.03,0.08,0.21,0.06,0.08,0.07,0.01,0.03,0.02,0.05,0.12,0.04,0.05,0.02,0.03,0.02,0.01,0.06,0.01,0.122266484867,0.00656185089284,18.6329264203
106,0.09,0.02,0.02,0.11,0.03,0.02,0.13,0.04,0.02,0.06,0.06,0.13,0.02,0.01,0.14,0.03,0.02,0.02,0.03,0.166381103898,0.00668557850616,24.8865679679
107,0.03,0.01,0.05,0.01,0.05,0.07,0.02,0.09,0.09,0.02,0.04,0.1,0.1,0.01,0.1,0.04,0.02,0.06,0.09,0.127904130203,0.00692102498528,18.4805184889
108,0.09,0.02,0.08,0.08,0.01,0.02,0.02,0.1,0.03,0.04,0.01,0.04,0.14,0.02,0.09,0.08,0.04,0.04,0.05,0.0928742835931,0.00666144300052,13.9420668443
109,0.03,0.02,0.07,0.06,0.03,0.1,0.05,0.08,0.08,0.02,0.1,0.05,0.01,0.01,0.1,0.04,0.03,0.02,0.1,0.125877420438,0.00647392876779,19.4437450508
110,0.04,0.16,0.01,0.01,0.04,0.06,0.03,0.03,0.06,0.08,0.01,0.08,0.08,0.01,0.04,0.07,0.05,0.12,0.02,0.11914876142,0.00556637927317,21.4050742095
111,0.07,0.05,0.02,0.01,0.01,0.03,0.03,0.08,0.03,0.03,0.01,0.06,0.03,0.22,0.15,0.04,0.07,0.05,0.01,0.113828638686,0.00525397388995,21.6652463582
112,0.1,0.08,0.12,0.04,0.01,0.06,0.02,0.03,0.04,0.04,0.03,0.03,0.01,0.13,0.06,0.04,0.05,0.06,0.05,0.105968052765,0.00547374477123,19.3593339102
113,0.01,0.05,0.03,0.01,0.05,0.01,0.12,0.02,0.11,0.11,0.02,0.04,0.09,0.01,0.01,0.16,0.04,0.05,0.06,0.132230344863,0.00537039585883,24.6220852874
114,0.05,0.03,0.04,0.1,0.02,0.07,0.02,0.02,0.1,0.11,0.07,0.16,0.01,0.01,0.08,0.02,0.03,0.01,0.05,0.163713254438,0.0068397309914,23.9356276795
115,0.07,0.06,0.09,0.07,0.11,0.01,0.11,0.02,0.01,0.03,0.01,0.04,0.07,0.05,0.04,0.02,0.09,0.09,0.01,0.116178945988,0.00575988090433,20.17037295
116,0.02,0.02,0.14,0.02,0.05,0.26,0.01,0.02,0.05,0.01,0.08,0.04,0.06,0.08,0.02,0.04,0.02,0.01,0.05,0.119056106953,0.00677462488005,17.5738301472
117,0.02,0.02,0.02,0.01,0.09,0.06,0.06,0.04,0.02,0.16,0.02,0.02,0.09,0.11,0.03,0.04,0.09,0.06,0.04,0.104905830205,0.00544259978093,19.2749484488
118,0.12,0.04,0.03,0.16,0.09,0.03,0.06,0.04,0.02,0.08,0.01,0.01,0.01,0.06,0.02,0.11,0.06,0.02,0.03,0.110122700132,0.00571731359904,19.2612663666
119,0.04,0.05,0.03,0.05,0.02,0.03,0.03,0.08,0.12,0.01,0.06,0.04,0.09,0.07,0.12,0.01,0.08,0.01,0.06,0.102338413079,0.00607819222111,16.8369820099
120,0.04,0.02,0.05,0.04,0.12,0.08,0.1,0.06,0.06,0.07,0.02,0.04,0.04,0.09,0.03,0.04,0.03,0.06,0.01,0.12832914481,0.00541737428035,23.6884398547
121,0.04,0.02,0.04,0.01,0.01,0.05,0.09,0.01,0.03,0.06,0.01,0.06,0.03,0.1,0.04,0.14,0.15,0.04,0.07,0.129328785143,0.00532232214468,24.2993155294
122,0.01,0.1,0.01,0.16,0.15,0.05,0.01,0.01,0.01,0.08,0.05,0.16,0.01,0.06,0.05,0.01,0.02,0.02,0.03,0.160839570848,0.00708136899813,22.7130616821
123,0.12,0.01,0.08,0.03,0.09,0.03,0.05,0.03,0.02,0.08,0.07,0.01,0.23,0.01,0.02,0.06,0.02,0.01,0.03,0.103638788445,0.00752745402648,13.7681064648
124,0.02,0.03,0.03,0.04,0.11,0.02,0.16,0.05,0.07,0.04,0.02,0.03,0.04,0.02,0.01,0.12,0.06,0.09,0.04,0.129268264543,0.00523135746051,24.7102717639
125,0.03,0.02,0.01,0.15,0.04,0.02,0.05,0.04,0.09,0.15,0.1,0.07,0.06,0.03,0.01,0.01,0.08,0.02,0.02,0.10969269074,0.00619305442201,17.7122116593
126,0.06,0.17,0.08,0.01,0.01,0.08,0.04,0.05,0.04,0.04,0.04,0.07,0.03,0.04,0.01,0.05,0.08,0.08,0.02,0.121863049,0.00538029734036,22.6498725424
127,0.09,0.03,0.09,0.01,0.11,0.01,0.11,0.02,0.01,0.01,0.02,0.02,0.14,0.02,0.12,0.04,0.06,0.03,0.06,0.12812657625,0.00667373299071,19.198636869
128,0.03,0.02,0.06,0.06,0.14,0.01,0.01,0.04,0.11,0.02,0.06,0.01,0.04,0.06,0.05,0.06,0.07,0.12,0.03,0.0986249532117,0.00550158479734,17.9266442025
129,0.01,0.02,0.06,0.13,0.03,0.01,0.01,0.24,0.01,0.01,0.01,0.07,0.03,0.05,0.12,0.03,0.04,0.05,0.07,0.0906018646709,0.00663720355955,13.6506080999
130,0.1,0.1,0.05,0.07,0.03,0.01,0.03,0.14,0.06,0.01,0.07,0.07,0.02,0.05,0.11,0.02,0.04,0.01,0.01,0.130133417828,0.00594718214129,21.8815255252
131,0.03,0.04,0.04,0.02,0.09,0.02,0.05,0.13,0.09,0.03,0.07,0.01,0.08,0.05,0.06,0.07,0.01,0.1,0.01,0.0996550693575,0.00545394256278,18.2721156687
132,0.03,0.01,0.05,0.12,0.06,0.02,0.02,0.05,0.01,0.12,0.1,0.01,0.08,0.13,0.04,0.06,0.04,0.01,0.04,0.0893371489264,0.00605050428098,14.7652401813
133,0.07,0.14,0.01,0.05,0.03,0.01,0.04,0.01,0.07,0.03,0.04,0.05,0.02,0.01,0.08,0.13,0.03,0.14,0.04,0.116242240785,0.00527408865168,22.0402515889
134,0.1,0.07,0.05,0.02,0.1,0.1,0.03,0.01,0.04,0.01,0.01,0.03,0.06,0.09,0.03,0.06,0.04,0.02,0.13,0.117716615969,0.00631585008882,18.6382853161
135,0.03,0.02,0.03,0.06,0.01,0.07,0.01,0.04,0.02,0.07,0.12,0.06,0.06,0.02,0.01,0.09,0.09,0.18,0.01,0.0865989799852,0.00581917270687,14.8816652035
136,0.05,0.12,0.03,0.01,0.14,0.06,0.02,0.04,0.03,0.05,0.01,0.11,0.03,0.03,0.01,0.01,0.07,0.14,0.04,0.13609806601,0.00597788887869,22.7669113247
