,ALGN,CELG,FB,MRK,MSFT,THO,portfolioreturn,portfoliostandarddeviation,returnoverrisk
44,0.16,0.23,0.04,0.41,0.08,0.08,-0.016007965658638504,0.014271079026676877,-1.1217067489231103
45,0.03,0.01,0.25,0.18,0.44,0.09,0.0009447821550514664,0.017086290770636968,0.055294748739444836
46,0.23,0.17,0.07,0.37,0.01,0.15,-0.025981664552047354,0.014848006675394099,-1.7498419228962088
47,0.11,0.13,0.07,0.17,0.49,0.03,0.03499949609262704,0.016006295815901288,2.1866081006610636
48,0.19,0.6,0.03,0.02,0.14,0.02,-0.05202424685553479,0.018327842042072034,-2.8385364046739268
49,0.02,0.15,0.39,0.1,0.04,0.3,-0.1358025615924497,0.01896707202529835,-7.159911736050547
50,0.03,0.23,0.03,0.16,0.17,0.38,-0.12308018385035324,0.016073151808262395,-7.657501485619264
51,0.25,0.11,0.17,0.15,0.26,0.06,0.02174273607646245,0.016119434136638654,1.3488523165364916
52,0.1,0.04,0.1,0.17,0.41,0.18,-0.007498423433303654,0.016004511738187323,-0.4685193497913563
53,0.36,0.29,0.03,0.05,0.05,0.22,-0.04305964085948091,0.017630245406085942,-2.4423733117530384
54,0.13,0.13,0.01,0.4,0.29,0.04,0.027877274347594565,0.014104362918439074,1.9765000736864007
55,0.23,0.12,0.21,0.18,0.21,0.05,0.012185363643314252,0.01612352601428888,0.7557505493845095
56,0.24,0.26,0.1,0.15,0.14,0.11,-0.022057089503291098,0.0160935015335588,-1.3705587598383602
57,0.27,0.14,0.05,0.47,0.06,0.01,0.03545663882106521,0.014430335313681446,2.4570904313948034
58,0.36,0.04,0.11,0.31,0.08,0.1,0.03173761696162254,0.01571890218795934,2.0190733794331717
59,0.12,0.05,0.56,0.2,0.02,0.05,-0.0452520792553802,0.01941575491824233,-2.3306886312652724
60,0.02,0.16,0.21,0.2,0.05,0.36,-0.13508199185858147,0.016891042475075044,-7.997256063852348
61,0.12,0.05,0.6,0.18,0.01,0.04,-0.047400316160518666,0.019982459584002587,-2.3720961857201037
62,0.08,0.09,0.12,0.01,0.05,0.65,-0.19609996370086324,0.01869994853091918,-10.486657937941613
63,0.29,0.08,0.07,0.43,0.1,0.03,0.0429243140918858,0.014609157584953913,2.938178593959031
64,0.18,0.1,0.45,0.04,0.11,0.12,-0.048636956734269605,0.019160332625035675,-2.5384192271651154
65,0.01,0.45,0.08,0.1,0.31,0.05,-0.055477591965468906,0.01724068905130657,-3.217829159865544
66,0.4,0.01,0.23,0.28,0.07,0.01,0.056843296815025535,0.01672507656649749,3.3986867915983163
67,0.05,0.05,0.04,0.32,0.13,0.41,-0.10214676670550019,0.015117754391966137,-6.756742043632017
68,0.13,0.02,0.29,0.46,0.05,0.05,-0.005125635799694597,0.015727425845675883,-0.3259043056371393
69,0.05,0.05,0.01,0.16,0.06,0.67,-0.18635275787891994,0.017050649095619923,-10.929364438494686
70,0.03,0.07,0.11,0.03,0.71,0.05,0.0380756069188265,0.018514830238543823,2.0564923592743196
71,0.09,0.47,0.21,0.02,0.17,0.04,-0.06895796785659458,0.018372233021025686,-3.7533797757560117
72,0.01,0.09,0.42,0.31,0.09,0.08,-0.05666739023177327,0.017615490727582773,-3.2169067049061577
73,0.21,0.02,0.06,0.04,0.17,0.5,-0.10195455420229763,0.017459765049506915,-5.839400124412152
74,0.19,0.37,0.22,0.03,0.17,0.02,-0.031745793729894674,0.01783613961168551,-1.77985788522849
75,0.02,0.13,0.1,0.01,0.26,0.48,-0.14080691148565808,0.017895373279517054,-7.8683416817477
76,0.08,0.23,0.07,0.22,0.07,0.33,-0.11144629873300832,0.015713057211192382,-7.092591672970256
77,0.16,0.09,0.03,0.03,0.58,0.11,0.03460862363970046,0.017183619135111704,2.014047411524841
78,0.05,0.19,0.07,0.41,0.27,0.01,0.006992495236408257,0.01449346125385231,0.4824586145389996
79,0.13,0.36,0.11,0.07,0.17,0.16,-0.07053136637412412,0.01695743627628941,-4.1593177898444464
80,0.12,0.2,0.11,0.02,0.14,0.41,-0.12570741570501176,0.017538182106400284,-7.167642287118048
81,0.01,0.07,0.05,0.14,0.12,0.61,-0.17703405186735177,0.01711543345758487,-10.343533063657084
82,0.13,0.23,0.27,0.09,0.19,0.09,-0.04266060273700777,0.017312803357283225,-2.4641071614240406
83,0.43,0.23,0.13,0.05,0.14,0.02,0.03592487947274339,0.017838786695047393,2.013863391433301
84,0.78,0.04,0.04,0.01,0.11,0.02,0.12828928585167454,0.02170119775525837,5.911622358290756
85,0.3,0.11,0.39,0.07,0.06,0.07,-0.013548185332925549,0.018665640434195392,-0.7258355469071031
86,0.08,0.53,0.05,0.04,0.04,0.26,-0.1414149275056347,0.018104162738243477,-7.811182961082641
87,0.1,0.45,0.24,0.03,0.04,0.14,-0.10833048292481272,0.018654591901826754,-5.807175171395974
88,0.08,0.17,0.04,0.27,0.2,0.24,-0.059803872375802966,0.014908656250264411,-4.011352289026203
89,0.24,0.04,0.4,0.03,0.09,0.2,-0.050506124473804606,0.01903503036817345,-2.653325132501537
90,0.07,0.22,0.15,0.08,0.34,0.14,-0.041252074749966866,0.016847989552454323,-2.4484864868614244
91,0.02,0.07,0.13,0.49,0.15,0.14,-0.0330206589177208,0.014631036932988617,-2.2568912284862788
92,0.1,0.22,0.15,0.35,0.04,0.14,-0.0576065132691777,0.01516986179422538,-3.7974316477363312
93,0.45,0.02,0.32,0.03,0.11,0.07,0.03552455070282615,0.019074870096246317,1.8623744499217805
94,0.02,0.05,0.12,0.39,0.39,0.03,0.023259624076190213,0.015226226106349279,1.5276026977223882
95,0.29,0.07,0.2,0.04,0.14,0.26,-0.04095985193022725,0.01766750292417227,-2.3183724438039808
96,0.07,0.02,0.12,0.04,0.59,0.16,0.008128674179737325,0.01776629831979246,0.45753336082855334
97,0.03,0.5,0.09,0.09,0.27,0.02,-0.05569526376954148,0.017495083315674457,-3.183480910870664
98,0.08,0.32,0.12,0.02,0.23,0.23,-0.09010169666232844,0.017434501187234563,-5.168011157571882
99,0.19,0.01,0.63,0.05,0.05,0.07,-0.04053784765782652,0.020984774218979714,-1.931774306209213
100,0.04,0.13,0.29,0.13,0.16,0.25,-0.09357482462683062,0.01751144098951971,-5.34363932030685
101,0.27,0.04,0.15,0.26,0.16,0.12,0.013198219537547053,0.015547331375272042,0.8489057844704306
102,0.03,0.01,0.08,0.39,0.12,0.37,-0.0906283500178271,0.015034042703224521,-6.02820889941925
103,0.46,0.01,0.15,0.07,0.21,0.1,0.05580591812843723,0.017800002423532156,3.1351635129363844
104,0.1,0.01,0.08,0.41,0.3,0.1,0.017981774360214756,0.014511694100668488,1.239123029707911
105,0.18,0.22,0.08,0.07,0.16,0.29,-0.0774087073185633,0.016676782820583835,-4.641705066940082
106,0.09,0.34,0.08,0.18,0.06,0.25,-0.10561417182315938,0.01617887669808455,-6.527905107012977
107,0.38,0.03,0.35,0.09,0.1,0.05,0.025830613734402527,0.018416806937418467,1.40255657900833
108,0.34,0.32,0.01,0.16,0.09,0.08,-0.0015111685468273545,0.016420958260001523,-0.09202681858757823
109,0.35,0.05,0.03,0.44,0.09,0.04,0.05763930664076076,0.014861563543188584,3.878414708738924
110,0.04,0.45,0.07,0.07,0.08,0.29,-0.14232611096149894,0.017554331879714464,-8.107748670626933
111,0.09,0.28,0.05,0.27,0.26,0.05,-0.014085483615071672,0.015028499992161886,-0.9372514637134748
112,0.24,0.24,0.12,0.1,0.21,0.09,-0.009673546990492284,0.01641770931620259,-0.5892141713671034
113,0.5,0.05,0.09,0.12,0.18,0.06,0.07224305967680855,0.01757906952180286,4.109606574296061
114,0.24,0.14,0.52,0.01,0.02,0.07,-0.04535177453048768,0.020285528506949993,-2.2356713316564454
115,0.16,0.34,0.12,0.11,0.01,0.26,-0.10675350316927971,0.01707552710903569,-6.251842328942806
116,0.22,0.06,0.21,0.2,0.08,0.23,-0.0450926139252711,0.016416811479827192,-2.7467339794137513
117,0.36,0.24,0.01,0.07,0.16,0.16,-0.00527026948812289,0.016938206466280938,-0.3111468441841508
118,0.06,0.47,0.24,0.06,0.15,0.02,-0.07179503087378783,0.018315368065690698,-3.919933829136528
119,0.25,0.35,0.08,0.01,0.19,0.12,-0.0337810358111859,0.01739501228210463,-1.9419955136185
120,0.05,0.42,0.1,0.19,0.22,0.02,-0.04340096963012796,0.01632464216513928,-2.658616905111051
121,0.02,0.12,0.57,0.15,0.06,0.08,-0.07996058163533346,0.020030533866573736,-3.991934621811
122,0.11,0.04,0.35,0.28,0.1,0.12,-0.03735129523575175,0.01683077469823951,-2.219226144097733
123,0.01,0.42,0.1,0.07,0.23,0.17,-0.09631041454828057,0.017406526552470436,-5.53300592498804
124,0.18,0.06,0.48,0.1,0.05,0.13,-0.052444044730888296,0.019170404812497883,-2.7356774801488863
125,0.21,0.35,0.12,0.05,0.04,0.23,-0.08962870514848598,0.017554800462905168,-5.1056521740522935
126,0.26,0.18,0.21,0.07,0.03,0.25,-0.07013245493290095,0.0176950006442411,-3.9634050511168417
127,0.03,0.31,0.11,0.2,0.29,0.06,-0.036116736645526976,0.01601899668310091,-2.254619147504287
128,0.06,0.28,0.11,0.22,0.02,0.31,-0.1248206824315062,0.016125710415186716,-7.740476494849726
129,0.08,0.02,0.28,0.21,0.16,0.25,-0.06735684431895607,0.016833274687191282,-4.00141063284668
130,0.46,0.01,0.11,0.04,0.06,0.32,-0.02001155835231974,0.01867721828524555,-1.071442119843311
131,0.15,0.13,0.17,0.21,0.03,0.31,-0.0917927278047657,0.016286307105576818,-5.636190402754575
132,0.42,0.04,0.07,0.24,0.18,0.05,0.06791160487810545,0.016111833072381353,4.215014180758764
133,0.08,0.07,0.11,0.48,0.18,0.08,-0.0008126400224160446,0.014327942755993238,-0.05671714608687456
134,0.02,0.25,0.53,0.01,0.02,0.17,-0.12952052602882824,0.020942084928457918,-6.184700638513052
135,0.11,0.26,0.17,0.22,0.15,0.09,-0.04195896125950483,0.015856678159805643,-2.6461381656761285
136,0.32,0.09,0.33,0.11,0.12,0.03,0.016707275634199818,0.017775226150928126,0.9399191600905429
137,0.22,0.05,0.46,0.21,0.01,0.05,-0.019839536949774927,0.018343119071401032,-1.081579249011526
138,0.48,0.05,0.2,0.07,0.04,0.16,0.015041397040179823,0.01869387771256425,0.8046162102617386
139,0.08,0.04,0.21,0.55,0.09,0.03,0.0025516596903250744,0.01496612873948824,0.17049563950312024
140,0.11,0.25,0.34,0.06,0.11,0.13,-0.07545743012478925,0.01830012102251604,-4.12332956880166
141,0.07,0.02,0.12,0.01,0.48,0.3,-0.0440784835761047,0.017800965837614337,-2.4761849428958875
142,0.01,0.18,0.12,0.14,0.48,0.07,-0.007489278503740114,0.016797812292036626,-0.44584844582949484
143,0.03,0.04,0.04,0.41,0.33,0.15,-0.006633343058690094,0.01460308868954346,-0.4542424688168811
144,0.28,0.26,0.01,0.04,0.12,0.29,-0.0645540393604101,0.017101748773848034,-3.7747039916248815
145,0.24,0.3,0.09,0.18,0.02,0.17,-0.05530170843965479,0.016287274331276268,-3.3953936868036627
146,0.28,0.16,0.07,0.1,0.08,0.31,-0.0631458861014213,0.01678329175577816,-3.7624255730215377
147,0.02,0.32,0.34,0.11,0.03,0.18,-0.12221003818811005,0.01854844918070585,-6.58869304907891
148,0.03,0.67,0.06,0.1,0.08,0.06,-0.10783657706424099,0.01843352443172478,-5.850024907806032
149,0.12,0.51,0.11,0.01,0.15,0.1,-0.08050370462008985,0.018146004823221554,-4.436442368684305
150,0.08,0.06,0.25,0.19,0.37,0.05,0.007352103953143617,0.016568095791684792,0.44375069082069746
151,0.03,0.1,0.15,0.62,0.07,0.03,-0.00961159183980644,0.014663405093587491,-0.6554815732404284
152,0.12,0.16,0.02,0.09,0.21,0.4,-0.10023481149216493,0.01640800246501939,-6.10889788113196
153,0.09,0.47,0.04,0.26,0.06,0.08,-0.06955444424288283,0.015894601050626185,-4.375979241085932
154,0.03,0.27,0.08,0.11,0.3,0.21,-0.07274250489963985,0.016518708934693694,-4.403643480082223
155,0.06,0.04,0.1,0.24,0.34,0.22,-0.030872303936601814,0.015578680183740527,-1.9817021450137506
156,0.07,0.01,0.24,0.44,0.06,0.18,-0.047001899215963594,0.015560817615203395,-3.0205288936772385
157,0.27,0.15,0.23,0.02,0.17,0.16,-0.0274102997044577,0.017726768870619573,-1.5462659836383186
158,0.4,0.06,0.05,0.09,0.19,0.21,0.013533817126536653,0.01703249448585779,0.794588082078869
159,0.11,0.05,0.47,0.06,0.23,0.08,-0.031319337355236794,0.019078899623673398,-1.6415693762744719
160,0.12,0.3,0.01,0.09,0.2,0.28,-0.08603444587505127,0.016338281638611323,-5.265819734171493
161,0.25,0.17,0.1,0.37,0.08,0.03,0.01650565122051407,0.01481404388497057,1.1141894373122319
162,0.01,0.23,0.22,0.33,0.08,0.13,-0.07458018568490456,0.015912864057270132,-4.686785824128938
163,0.17,0.17,0.1,0.08,0.27,0.21,-0.039339608500217255,0.016412833168668234,-2.396881031808437
164,0.19,0.05,0.03,0.65,0.01,0.07,0.019374457537687274,0.01414478030643775,1.3697248821085846
165,0.08,0.25,0.2,0.28,0.16,0.03,-0.028227292916961633,0.01571245166816141,-1.7964919487491187
166,0.16,0.13,0.06,0.32,0.15,0.18,-0.02785943368853675,0.014602806983513017,-1.9078135950157282
167,0.25,0.18,0.19,0.28,0.04,0.06,-0.008017684190289512,0.015831693133886937,-0.5064325162498297
168,0.2,0.05,0.33,0.3,0.02,0.1,-0.022885423313220053,0.016706305970322136,-1.3698673634898577
169,0.01,0.19,0.06,0.11,0.02,0.61,-0.2061075339719573,0.017559347832609134,-11.737767025105505
170,0.12,0.02,0.04,0.1,0.1,0.62,-0.155746041560683,0.017351428001101798,-8.97597832010099
171,0.06,0.18,0.16,0.07,0.15,0.38,-0.12645498185253157,0.017346154767774888,-7.2900872582697955
172,0.04,0.26,0.2,0.37,0.07,0.06,-0.05154534174756287,0.015530941734570008,-3.318880633801435
173,0.32,0.07,0.24,0.13,0.07,0.17,-0.017406184998214842,0.017333777728078818,-1.0041772354112244
174,0.09,0.1,0.2,0.46,0.05,0.1,-0.03041246242289305,0.01502359637539088,-2.024313064793834
175,0.09,0.12,0.49,0.05,0.15,0.1,-0.06069088419827197,0.01949907007093037,-3.112501466864886
176,0.02,0.37,0.12,0.19,0.1,0.2,-0.10696039710641853,0.01644407267642408,-6.504495523166106
177,0.21,0.02,0.04,0.02,0.53,0.18,0.027190572337409152,0.017181867588972527,1.5825155325292053
178,0.16,0.3,0.03,0.03,0.35,0.13,-0.024406803883507012,0.01680276570672986,-1.45254681934484
179,0.13,0.07,0.14,0.4,0.09,0.17,-0.03194408128290513,0.014763796651210852,-2.1636765960390845
180,0.02,0.06,0.21,0.04,0.05,0.62,-0.20043169141768882,0.018999712297222627,-10.549196128984956
181,0.05,0.04,0.07,0.13,0.06,0.65,-0.18519561319618272,0.01748428425579261,-10.592118641335102
182,0.13,0.24,0.09,0.01,0.23,0.3,-0.08767344312602854,0.01724745818566201,-5.083267469458913
183,0.12,0.11,0.07,0.37,0.12,0.21,-0.04294554104439559,0.014481738326782297,-2.965496273674051
184,0.16,0.21,0.01,0.08,0.47,0.07,0.021076528556275488,0.016388792300842316,1.2860330504763455
185,0.12,0.04,0.12,0.01,0.64,0.07,0.044004006392866946,0.017973310420770723,2.448297245342964
186,0.17,0.02,0.3,0.22,0.02,0.27,-0.07267297967376467,0.01716750612847046,-4.233170451778338
187,0.49,0.12,0.04,0.13,0.14,0.08,0.055209598271962576,0.01739875627228208,3.1731922332814597
188,0.07,0.37,0.12,0.15,0.14,0.15,-0.08102076733203799,0.016505965501606077,-4.908574861867635
189,0.3,0.26,0.12,0.17,0.09,0.06,-0.00320143959795045,0.016335418866175306,-0.19598148196735032
190,0.3,0.03,0.07,0.14,0.29,0.17,0.02162242987490947,0.01606260905870583,1.3461343543806323
191,0.01,0.38,0.03,0.15,0.01,0.42,-0.17603119156095634,0.016905846212587235,-10.412444863593546
192,0.24,0.28,0.31,0.08,0.01,0.08,-0.04935568332507468,0.018236636500462245,-2.706402758196319
193,0.07,0.29,0.08,0.03,0.39,0.14,-0.04192977876919704,0.017175041083229887,-2.441320435043283
194,0.08,0.23,0.14,0.14,0.4,0.01,0.005177227456821294,0.016408621544748748,0.31551873158279786
195,0.42,0.06,0.05,0.21,0.22,0.04,0.07267928374041266,0.016153018564362482,4.499424268647903
196,0.24,0.26,0.17,0.12,0.14,0.07,-0.017438390278232664,0.016630856925497227,-1.0485563285375503
197,0.05,0.42,0.04,0.17,0.05,0.27,-0.1278367021660028,0.016478513769159507,-7.757781069143298
198,0.08,0.41,0.06,0.25,0.02,0.18,-0.09744932374950581,0.0158899968375503,-6.13274657923275
199,0.09,0.07,0.37,0.11,0.07,0.29,-0.10407224463751621,0.018421812656959954,-5.64940305145252
200,0.12,0.05,0.55,0.21,0.01,0.06,-0.047967755629269304,0.01929350387852886,-2.486212765253652
201,0.06,0.01,0.23,0.19,0.05,0.46,-0.1372129503389712,0.017364466992370445,-7.901938504605957
202,0.11,0.26,0.06,0.25,0.31,0.01,0.00735101685201838,0.01516930302886704,0.48459819399938575
203,0.19,0.18,0.1,0.06,0.11,0.36,-0.09703690978335058,0.017059337376113305,-5.688199233296298
204,0.06,0.05,0.32,0.13,0.28,0.16,-0.04319015715223354,0.01753119820175401,-2.463616956193692
205,0.13,0.01,0.03,0.59,0.03,0.21,-0.02555209390659785,0.014097607337783842,-1.8125128111714497
206,0.21,0.33,0.11,0.15,0.03,0.17,-0.06653410108465298,0.016573412759734594,-4.01450817940761
207,0.05,0.27,0.05,0.15,0.06,0.42,-0.14984679906196302,0.016490865071800455,-9.086654848580537
208,0.25,0.12,0.24,0.28,0.04,0.07,-0.006505082784523867,0.0161177308924742,-0.40359792751976425
209,0.37,0.03,0.04,0.11,0.43,0.02,0.09271334886949213,0.01653804868499786,5.606063365480057
210,0.37,0.09,0.05,0.37,0.01,0.11,0.02338212099433764,0.015516479092950947,1.5069218251297751
211,0.03,0.05,0.06,0.08,0.34,0.44,-0.10243701797734817,0.01707958546704675,-5.997629051067401
212,0.08,0.05,0.08,0.32,0.37,0.1,0.01291021435577518,0.014979364111495686,0.8618666493237475
213,0.67,0.05,0.07,0.17,0.03,0.01,0.10478217830197166,0.019566997113722204,5.355046443405903
214,0.07,0.34,0.08,0.27,0.15,0.09,-0.0513112713460051,0.015360931140464181,-3.340375064297994
215,0.08,0.29,0.29,0.17,0.1,0.07,-0.0625705605560922,0.017208926144484847,-3.6359363757363177
216,0.1,0.27,0.23,0.05,0.08,0.27,-0.11432115093099968,0.01789576097032757,-6.388169305599924
217,0.23,0.06,0.11,0.06,0.03,0.51,-0.12471441926665128,0.017856202328397863,-6.984375343255937
218,0.22,0.3,0.05,0.07,0.17,0.19,-0.049577694803459874,0.01662434375770782,-2.982234699067345
219,0.1,0.17,0.13,0.34,0.17,0.09,-0.02162395221368893,0.014831794849695865,-1.4579457464739909
220,0.01,0.09,0.31,0.08,0.1,0.41,-0.14837114515720304,0.018615147114980517,-7.970452462221023
221,0.03,0.02,0.08,0.06,0.45,0.36,-0.06642089099439843,0.017414027196340984,-3.8142177134278694
222,0.02,0.31,0.24,0.02,0.14,0.27,-0.12993794356605007,0.01841912862376305,-7.05451089572247
223,0.05,0.18,0.56,0.14,0.04,0.03,-0.07040380016710894,0.019918319305331396,-3.534625541837983
224,0.2,0.03,0.04,0.14,0.55,0.04,0.06998734753751382,0.016271694902413862,4.301171325866697
225,0.04,0.09,0.15,0.24,0.39,0.09,-0.003451559726197456,0.01587917927500498,-0.21736386159645354
226,0.19,0.01,0.6,0.11,0.04,0.05,-0.03137026725132523,0.020273085196478254,-1.5473849661902832
227,0.5,0.1,0.14,0.1,0.06,0.1,0.036653628136837424,0.018241865345198848,2.009313600513143
228,0.03,0.39,0.2,0.15,0.09,0.14,-0.09987218302699807,0.017226001167460904,-5.797757822961946
229,0.22,0.02,0.05,0.15,0.01,0.55,-0.12631955579062484,0.017092877734137178,-7.390186588554643
230,0.11,0.32,0.41,0.05,0.09,0.02,-0.06216735124202999,0.019092945667208545,-3.2560377180981668
231,0.09,0.01,0.02,0.1,0.29,0.49,-0.1014788459976002,0.01674546200402218,-6.060080395107968
232,0.25,0.02,0.34,0.19,0.13,0.07,0.005602387816958786,0.017170011547658758,0.3262891117695671
233,0.16,0.32,0.38,0.06,0.03,0.05,-0.06513959259616131,0.018882874468204382,-3.4496650764609775
234,0.3,0.01,0.18,0.31,0.04,0.16,-0.001713879645829093,0.01594434737258766,-0.10749136391594698
235,0.01,0.12,0.26,0.36,0.06,0.19,-0.08046602716226015,0.016097560745650184,-4.998647213305491
236,0.61,0.04,0.12,0.08,0.11,0.04,0.08799253913738808,0.019232617595284527,4.57517229266609
237,0.34,0.12,0.3,0.02,0.08,0.14,-0.019979991469540104,0.018583456027284038,-1.0751493931056573
238,0.14,0.14,0.02,0.34,0.16,0.2,-0.03354704963580686,0.014351781341005046,-2.337483329679658
239,0.09,0.32,0.19,0.26,0.08,0.06,-0.052954966426934286,0.016022444043416083,-3.305049234900867
240,0.16,0.03,0.3,0.1,0.24,0.17,-0.028822887788314697,0.01739652732427452,-1.656818470206765
241,0.18,0.23,0.18,0.05,0.05,0.31,-0.10473673832135934,0.017649321974175677,-5.934320790034266
242,0.23,0.18,0.06,0.15,0.25,0.13,-0.003636447253710047,0.015692239414283705,-0.2317353921072608
243,0.08,0.06,0.04,0.66,0.06,0.1,-0.005587111938445188,0.014015221539212174,-0.39864599519981986
244,0.17,0.22,0.13,0.07,0.08,0.33,-0.10293204511068035,0.01713896685257785,-6.005732200549677
245,0.29,0.15,0.14,0.01,0.23,0.18,-0.01629439558015762,0.01735792331448289,-0.938729552201795
246,0.04,0.31,0.1,0.44,0.07,0.04,-0.042313694056887896,0.014784264808832194,-2.8620763091046286
247,0.16,0.55,0.17,0.07,0.02,0.03,-0.0753415992572803,0.018403472219465117,-4.093879587439617
248,0.15,0.02,0.13,0.22,0.15,0.33,-0.06598011767898418,0.01586293687042194,-4.159388530506657
249,0.18,0.58,0.15,0.03,0.01,0.05,-0.08243787053694364,0.018864748504500043,-4.369942727690153
250,0.1,0.23,0.23,0.03,0.32,0.09,-0.033391860928552286,0.01758586520414932,-1.8987897689943396
251,0.02,0.18,0.15,0.21,0.43,0.01,0.006147074025012874,0.016286024799924866,0.3774447172057133
252,0.01,0.38,0.04,0.25,0.13,0.19,-0.0956131309725081,0.01567476075339409,-6.0998143752723495
253,0.16,0.11,0.18,0.02,0.08,0.45,-0.12916947232073742,0.018104846069124922,-7.134524746996686
254,0.06,0.19,0.4,0.11,0.08,0.16,-0.09079497550483576,0.018550519585737047,-4.89447074973821
255,0.27,0.14,0.12,0.06,0.1,0.31,-0.06551918842048324,0.01722695816185541,-3.8032941047920072
256,0.07,0.14,0.5,0.13,0.06,0.1,-0.07446250427731571,0.019274184605148223,-3.8633283743389297
