,ALGN,CELG,FB,MRK,MSFT,THO,portfolioreturn,portfoliostandarddeviation,returnoverrisk
96,0.04,0.25,0.07,0.2,0.22,0.22,0.1651687019110816,0.007068737763836309,23.366081389535392
97,0.1,0.17,0.09,0.15,0.09,0.4,0.20783714757812943,0.0072579057347227915,28.63596678912606
98,0.08,0.01,0.27,0.14,0.4,0.1,0.22151035943697955,0.009141735140916379,24.230669125989913
99,0.19,0.17,0.11,0.08,0.03,0.42,0.27889302377823966,0.008078328703420491,34.523604326740504
100,0.01,0.1,0.03,0.48,0.11,0.27,0.08911359367738597,0.00592098944675449,15.050456427722967
101,0.01,0.09,0.12,0.45,0.22,0.11,0.1074765713215394,0.006613421982760007,16.251279836930316
102,0.23,0.09,0.45,0.08,0.01,0.14,0.34181915506890537,0.010987500317409216,31.109819812911205
103,0.06,0.04,0.02,0.44,0.39,0.05,0.13458246009507932,0.0071157638974802566,18.913283525713375
104,0.55,0.03,0.04,0.15,0.09,0.14,0.4978781551829578,0.011432508530471133,43.54933598833188
105,0.03,0.09,0.16,0.19,0.23,0.3,0.16492677040568623,0.007420103556355243,22.22701733918904
106,0.48,0.02,0.23,0.16,0.08,0.03,0.4710755876517212,0.010896592710943101,43.231457772908676
107,0.21,0.11,0.1,0.05,0.07,0.46,0.29473114557680774,0.008256628959498637,35.6963049959683
108,0.29,0.05,0.26,0.06,0.16,0.18,0.3662819264105004,0.009590664033202375,38.19150844430079
109,0.23,0.1,0.06,0.24,0.32,0.05,0.2829153213342615,0.008055562741934051,35.12049131732498
110,0.32,0.01,0.05,0.03,0.13,0.46,0.36379115405377466,0.009156893281018022,39.72866592296137
111,0.03,0.27,0.17,0.03,0.26,0.24,0.19779991901598348,0.008463993917688517,23.369572442935056
112,0.01,0.03,0.08,0.02,0.5,0.36,0.17455796662514367,0.008586102271765195,20.33029203474148
113,0.34,0.15,0.15,0.23,0.11,0.02,0.3633494947827468,0.008907306441013299,40.792297558072114
114,0.12,0.4,0.11,0.02,0.07,0.28,0.25092860843279413,0.0084291216350126,29.769247532328325
115,0.05,0.02,0.35,0.39,0.01,0.18,0.16053082551659614,0.008435858927817473,19.02957682083106
116,0.01,0.05,0.02,0.03,0.68,0.21,0.17281619167315032,0.009369381705758736,18.444780787074958
117,0.07,0.14,0.16,0.02,0.49,0.12,0.22780219780106814,0.00907902672323735,25.09103726041679
118,0.19,0.09,0.01,0.08,0.04,0.59,0.26456199610173725,0.007992205479723347,33.10250177788161
119,0.08,0.2,0.17,0.37,0.1,0.08,0.17222289650702022,0.007037859505173342,24.470919940988278
120,0.03,0.17,0.21,0.12,0.37,0.1,0.18895474784852212,0.008614038583298324,21.935674657283826
121,0.06,0.27,0.19,0.14,0.18,0.16,0.2010053090403976,0.008038173425387093,25.006341416516257
122,0.01,0.13,0.15,0.14,0.15,0.42,0.15668017029774683,0.00750048497549875,20.889338597378934
123,0.34,0.38,0.1,0.01,0.05,0.12,0.39704121750872806,0.009681245884203622,41.0113762482326
124,0.06,0.03,0.05,0.43,0.26,0.17,0.1348615011521884,0.006491494389604858,20.775108635717007
125,0.38,0.26,0.01,0.22,0.09,0.04,0.3786278494041433,0.009175923589884744,41.26318682748524
126,0.21,0.1,0.06,0.05,0.14,0.44,0.29202889167819945,0.008158047079885019,35.79642147423294
127,0.3,0.42,0.06,0.03,0.08,0.11,0.36508091731809666,0.009227306209470272,39.56527604377134
128,0.27,0.05,0.08,0.35,0.02,0.23,0.28357462265692795,0.007603174333007721,37.29687236367095
129,0.14,0.15,0.39,0.06,0.2,0.06,0.2861845729246206,0.010351262782814443,27.647310181300295
130,0.08,0.33,0.24,0.06,0.23,0.06,0.23615462769826284,0.009038554930413376,26.127476075145385
131,0.05,0.1,0.3,0.1,0.21,0.24,0.2079114926395796,0.008998173943183434,23.105965049395707
132,0.1,0.32,0.11,0.18,0.07,0.22,0.21055409429055277,0.007451284437081871,28.25742273945612
133,0.1,0.03,0.21,0.14,0.13,0.39,0.21954486454602387,0.007889582695780118,27.827183389997458
134,0.1,0.59,0.23,0.02,0.04,0.02,0.2576204464119888,0.00981545924504325,26.246397644826004
135,0.35,0.03,0.1,0.02,0.44,0.06,0.4023647865097439,0.010249627634320376,39.25652724811632
136,0.15,0.03,0.03,0.27,0.22,0.3,0.21542456464229312,0.006990977885054477,30.81465399895403
137,0.55,0.1,0.17,0.09,0.06,0.03,0.5236908841110386,0.011686354077006493,44.81216987438602
138,0.22,0.09,0.01,0.34,0.3,0.04,0.25431086659499147,0.007703978047161424,33.010331161145224
139,0.07,0.44,0.03,0.12,0.18,0.16,0.19826560162048285,0.0076556331192718504,25.898001972087773
140,0.12,0.06,0.02,0.54,0.18,0.08,0.15339682879241417,0.0065043430590287655,23.58375433157419
141,0.04,0.42,0.15,0.09,0.12,0.18,0.19399104212746143,0.008266650621768101,23.466703868751374
142,0.01,0.41,0.01,0.13,0.02,0.42,0.14779709830708498,0.0076162005187899425,19.40562068218326
143,0.04,0.12,0.23,0.26,0.03,0.32,0.16369352351258204,0.007578163546884911,21.60068498124062
144,0.15,0.19,0.27,0.12,0.04,0.23,0.2659268857797858,0.00875241225114807,30.383267852231672
145,0.14,0.34,0.25,0.18,0.06,0.03,0.25410816124636737,0.008671319494088631,29.304439932076857
146,0.05,0.31,0.08,0.1,0.26,0.2,0.19161367637770124,0.007696383828552741,24.896585285525326
147,0.14,0.08,0.33,0.09,0.01,0.35,0.26568566977409563,0.009301759141109596,28.56294876523779
148,0.01,0.25,0.06,0.6,0.06,0.02,0.07847615007211674,0.006303938609250711,12.448749097422516
149,0.13,0.29,0.07,0.21,0.1,0.2,0.22133441867692383,0.007208700988923318,30.70378685660841
150,0.45,0.13,0.07,0.25,0.09,0.01,0.42316620069756694,0.009922522410304868,42.647039049072326
151,0.38,0.04,0.03,0.12,0.24,0.19,0.39287938549740775,0.009552238524971012,41.12956187917219
152,0.17,0.16,0.11,0.43,0.1,0.03,0.21492250141115768,0.006956747480197979,30.89410705547721
153,0.07,0.18,0.03,0.25,0.22,0.25,0.17045707704795832,0.006739222839627794,25.293283974175964
154,0.23,0.04,0.24,0.37,0.05,0.07,0.27317319114919675,0.008069518519877167,33.85247713061261
155,0.17,0.55,0.01,0.04,0.08,0.15,0.27556162697720465,0.00859245227762318,32.070195803686175
156,0.32,0.12,0.16,0.07,0.16,0.17,0.37573827593816966,0.009232382171575322,40.69786854090523
157,0.1,0.56,0.05,0.04,0.04,0.21,0.23243687309284583,0.008541522128882519,27.21258220556239
158,0.05,0.39,0.15,0.04,0.15,0.22,0.2080879685282948,0.008419333147373474,24.71549288831868
159,0.45,0.01,0.12,0.26,0.07,0.09,0.42240267103601165,0.009936863462128432,42.50865201538503
160,0.14,0.15,0.02,0.04,0.05,0.6,0.24084446085735434,0.007957776510703302,30.26529590689255
161,0.22,0.16,0.25,0.08,0.07,0.22,0.31632438433179577,0.008996997905827975,35.158881622823394
162,0.05,0.28,0.06,0.1,0.47,0.04,0.1952118970367299,0.008317150955817969,23.471005645289665
163,0.04,0.04,0.05,0.39,0.41,0.07,0.1328940593200565,0.007232736637819786,18.373966311058116
164,0.4,0.14,0.04,0.38,0.02,0.02,0.364696356467757,0.009074916865083087,40.18729448321155
165,0.24,0.42,0.03,0.2,0.09,0.02,0.296228035131832,0.008116725188465993,36.496004022998974
166,0.2,0.05,0.01,0.35,0.17,0.22,0.23358262708046823,0.007081491347731641,32.984948453730716
167,0.2,0.51,0.04,0.1,0.01,0.14,0.2863022153977072,0.008486275863082822,33.737085621171616
168,0.27,0.01,0.21,0.22,0.03,0.26,0.31717158973613097,0.008426585561158578,37.63939586611434
169,0.07,0.11,0.26,0.1,0.08,0.38,0.21261669151162219,0.008494184770558659,25.030853137144376
170,0.41,0.18,0.07,0.13,0.02,0.19,0.4139286616920758,0.009688130069524804,42.72534108456481
171,0.52,0.09,0.05,0.03,0.03,0.28,0.4972076323319403,0.011327490347410108,43.89389150489285
172,0.23,0.11,0.1,0.49,0.03,0.04,0.2406826488615117,0.007223224714275486,33.32066471445129
173,0.09,0.19,0.04,0.06,0.61,0.01,0.22700910071308,0.00913409426352062,24.8529404409258
174,0.08,0.48,0.03,0.07,0.03,0.31,0.20891131267648855,0.00810011683501334,25.791148070044407
175,0.01,0.34,0.17,0.02,0.27,0.19,0.188847954722147,0.008688502498660515,21.735385902376297
176,0.01,0.08,0.25,0.18,0.09,0.39,0.15851191176969576,0.008045014184125093,19.703123964962177
177,0.08,0.03,0.01,0.37,0.29,0.22,0.15357965635171056,0.006657339889570607,23.06922267741032
178,0.15,0.12,0.06,0.33,0.26,0.08,0.21459902308900203,0.007101799634724472,30.21755528552416
179,0.27,0.26,0.02,0.03,0.14,0.28,0.33641789584067133,0.008709605935847402,38.62607542966173
180,0.65,0.07,0.09,0.09,0.01,0.09,0.578443602928709,0.012893640350289472,44.86270651373663
181,0.38,0.25,0.13,0.1,0.07,0.07,0.4096558771680576,0.009642273731145349,42.48540215621912
182,0.16,0.13,0.06,0.2,0.19,0.26,0.23883553295615062,0.007254793335988804,32.92106637571064
183,0.14,0.15,0.18,0.28,0.06,0.19,0.2238607713744907,0.007361180934177999,30.4109861415176
184,0.16,0.1,0.3,0.28,0.1,0.06,0.25077966824324577,0.008528599455917244,29.404554585952777
185,0.06,0.01,0.14,0.18,0.46,0.15,0.1889190565897077,0.008238775039245956,22.93047882601226
186,0.11,0.01,0.13,0.17,0.21,0.37,0.2143107760172557,0.007392677917398836,28.989600035579855
187,0.03,0.09,0.09,0.13,0.13,0.53,0.1623880419378359,0.007234043982870679,22.447754302068205
188,0.1,0.02,0.25,0.2,0.06,0.37,0.21249483764094154,0.007935042230311738,26.779295115685027
189,0.21,0.15,0.28,0.05,0.01,0.3,0.31526674070953714,0.009325978828544383,33.80521728663892
190,0.05,0.35,0.16,0.35,0.07,0.02,0.1585307376753977,0.007318003812923698,21.663112199453924
191,0.1,0.02,0.18,0.02,0.31,0.37,0.23972958520249932,0.008526490424367511,28.115856967057145
192,0.32,0.17,0.22,0.14,0.13,0.02,0.37309142028903325,0.009369255128488118,39.82081981678704
193,0.18,0.27,0.03,0.01,0.36,0.15,0.28813283028170333,0.008549840919577837,33.70037325746294
194,0.05,0.12,0.11,0.07,0.53,0.12,0.20166105205231089,0.008769423112849277,22.995931369399862
195,0.03,0.25,0.06,0.35,0.27,0.04,0.1364565489070023,0.006838732371690648,19.95348574713532
196,0.08,0.34,0.02,0.02,0.16,0.38,0.21443182240289738,0.007922054582082295,27.067703230407993
197,0.03,0.07,0.04,0.32,0.27,0.27,0.13195752793601068,0.006561530240568867,20.110785609146305
198,0.17,0.17,0.05,0.18,0.07,0.36,0.24481194954391336,0.007325941130319935,33.41713306031195
199,0.04,0.15,0.21,0.06,0.29,0.25,0.20123107565321535,0.008529641489953086,23.591973459874236
200,0.06,0.43,0.07,0.02,0.08,0.34,0.20754943907387038,0.008258149275549463,25.132681930124217
201,0.15,0.07,0.22,0.13,0.25,0.18,0.2611796651519447,0.008404788264074906,31.075103494078572
202,0.07,0.23,0.15,0.47,0.03,0.05,0.1469322716894414,0.006761344856274931,21.73121987012384
203,0.2,0.27,0.04,0.02,0.05,0.42,0.2907755776112928,0.008374658633338397,34.72088718383745
204,0.1,0.55,0.13,0.05,0.05,0.12,0.24026437436044795,0.008797877486156612,27.309356687280765
205,0.17,0.2,0.18,0.09,0.31,0.05,0.2827138475205684,0.00865748142590113,32.65543795159128
206,0.62,0.13,0.13,0.08,0.03,0.01,0.5674485303003096,0.012543274968353507,45.23926420587715
207,0.4,0.01,0.08,0.03,0.08,0.4,0.41914883029309846,0.009955921822458033,42.10045415860991
208,0.01,0.34,0.12,0.22,0.06,0.25,0.14590611415541072,0.007343037687679567,19.86999391276687
209,0.39,0.12,0.01,0.25,0.08,0.15,0.3752937414037428,0.009148304237073763,41.02331226402094
210,0.07,0.1,0.05,0.39,0.1,0.29,0.1447801877708749,0.006175278260128346,23.445127761395128
211,0.15,0.09,0.11,0.17,0.24,0.24,0.24270101972244135,0.007553864713195056,32.129383956068516
212,0.11,0.1,0.04,0.03,0.09,0.63,0.22410739714149341,0.007874631567783572,28.459413651599153
213,0.07,0.15,0.21,0.44,0.11,0.02,0.1581850952258829,0.0072320497573755945,21.872788563789687
214,0.15,0.01,0.18,0.21,0.22,0.23,0.24125344215681838,0.007741828965606147,31.162331695599455
215,0.21,0.18,0.21,0.08,0.27,0.05,0.3124064058330337,0.008975504428672414,34.806556925652636
216,0.08,0.01,0.53,0.21,0.16,0.01,0.23337249772465976,0.011473184762639413,20.340690274996696
217,0.01,0.34,0.2,0.11,0.24,0.1,0.1778345608754251,0.008520040945761155,20.872500731806976
218,0.14,0.06,0.18,0.37,0.06,0.19,0.20701103493678655,0.007054663062695359,29.34385853683766
219,0.03,0.07,0.44,0.28,0.04,0.14,0.17706406089550214,0.009943307908665018,17.807359736009083
220,0.19,0.17,0.19,0.01,0.21,0.23,0.30481357556960886,0.008837884833885487,34.489426067300386
221,0.14,0.11,0.18,0.1,0.11,0.36,0.2510939633381589,0.008007750570176497,31.356366702194197
222,0.06,0.11,0.2,0.07,0.28,0.28,0.21012319932765067,0.008347629983194377,25.17159957385211
223,0.14,0.03,0.18,0.18,0.19,0.28,0.2388020864079141,0.007725612526899729,30.910440508947556
224,0.05,0.16,0.05,0.05,0.6,0.09,0.20147284517386144,0.008993257809677467,22.402654236939643
225,0.14,0.13,0.32,0.16,0.1,0.15,0.2588738263314667,0.009020614274249095,28.698026371714715
226,0.33,0.03,0.08,0.04,0.38,0.14,0.38162441186222873,0.009705020940645593,39.32236871988063
227,0.09,0.05,0.07,0.27,0.11,0.41,0.1770106621069859,0.0066078866505259555,26.78778730154167
228,0.09,0.22,0.04,0.07,0.51,0.07,0.22326070138458218,0.008547348424488429,26.120463364396503
229,0.24,0.13,0.19,0.26,0.14,0.04,0.29688634915736006,0.008186861102815985,36.26375792002161
230,0.45,0.14,0.28,0.11,0.01,0.01,0.4664588485284423,0.010983361188007778,42.4695901868134
231,0.07,0.24,0.05,0.2,0.42,0.02,0.18924342383674522,0.00776921372427733,24.35811789362869
232,0.06,0.03,0.14,0.02,0.51,0.24,0.21536961632122165,0.008970531718151759,24.00856750614057
233,0.13,0.19,0.06,0.02,0.54,0.06,0.2597703954335405,0.009047902108122985,28.71056653014902
234,0.14,0.01,0.07,0.29,0.25,0.24,0.2106787062805306,0.0070439791499745455,29.90904739990491
235,0.18,0.21,0.2,0.05,0.15,0.21,0.2927522153780573,0.008658837248419546,33.809645218991946
236,0.31,0.14,0.11,0.08,0.23,0.13,0.3647836172956141,0.009044645788392949,40.33144313553365
237,0.04,0.23,0.24,0.25,0.21,0.03,0.17648115652156113,0.00816273180135514,21.62035465777064
238,0.18,0.11,0.38,0.04,0.19,0.1,0.3129637985803093,0.01033163898186771,30.291786146377046
239,0.01,0.03,0.24,0.09,0.31,0.32,0.17639366416418079,0.00862792716516399,20.44450083867022
240,0.26,0.48,0.06,0.09,0.07,0.04,0.33119232026651607,0.008828480550884397,37.51407938859182
241,0.04,0.06,0.21,0.14,0.21,0.34,0.18319764637773595,0.007936283218312825,23.08355704279943
242,0.09,0.58,0.05,0.1,0.01,0.17,0.21646775375448976,0.008356122222308995,25.90528812235044
243,0.03,0.19,0.27,0.34,0.11,0.06,0.15494633721231443,0.008002233166091416,19.362887083680906
244,0.17,0.19,0.38,0.19,0.04,0.03,0.281669731029765,0.009784248144478048,28.78808129868736
245,0.05,0.44,0.01,0.29,0.18,0.03,0.15700987091800048,0.007058594799932754,22.24378581973515
246,0.09,0.24,0.29,0.16,0.03,0.19,0.2236318326733675,0.008771525899300919,25.49520291460243
247,0.24,0.23,0.31,0.02,0.11,0.09,0.34967476464494307,0.01000177877148397,34.961257655678146
248,0.2,0.14,0.2,0.28,0.04,0.14,0.2653036743519245,0.007804187309566549,33.99504187024179
249,0.06,0.51,0.2,0.03,0.18,0.02,0.22758277925833034,0.009237104851703865,24.637890649942197
250,0.06,0.16,0.36,0.25,0.08,0.09,0.19695257351847825,0.009154928434458481,21.51328379336786
251,0.04,0.43,0.16,0.19,0.08,0.1,0.17916918896172687,0.007979298854074673,22.454252214182095
252,0.15,0.15,0.27,0.26,0.12,0.05,0.24610404327801863,0.00833085643471379,29.541265679784054
253,0.05,0.09,0.15,0.07,0.12,0.52,0.1914683462072433,0.007826625572302435,24.463716123693033
254,0.43,0.11,0.01,0.25,0.04,0.16,0.4003430504829521,0.00963027504840028,41.571299726216495
255,0.06,0.16,0.06,0.21,0.21,0.3,0.17220972955870997,0.006883600265332882,25.017392486601942
256,0.32,0.08,0.01,0.08,0.35,0.16,0.36157640995588197,0.009301621783986327,38.872405087290474
257,0.25,0.25,0.13,0.22,0.1,0.05,0.3056616422448462,0.008113965853408841,37.67105355963898
258,0.04,0.28,0.34,0.11,0.08,0.15,0.2067006589773328,0.009607831182126365,21.51376882660699
259,0.03,0.09,0.8,0.02,0.05,0.01,0.2593294611411333,0.016058948069771716,16.14859578687334
260,0.11,0.41,0.15,0.19,0.08,0.06,0.2240923850622121,0.007933836934027029,28.24514631768063
261,0.08,0.11,0.05,0.19,0.06,0.51,0.18053763872687884,0.006926967734230787,26.063011357007113
262,0.22,0.16,0.2,0.02,0.09,0.31,0.32015515218982094,0.00891124129145975,35.927110681723704
263,0.03,0.13,0.09,0.19,0.22,0.34,0.15787845125749228,0.007029183151816645,22.460426460319173
264,0.32,0.11,0.08,0.43,0.04,0.02,0.30790451663621377,0.008118942149611392,37.92421610627579
265,0.01,0.2,0.03,0.1,0.3,0.36,0.1562692456567286,0.0074385338574008125,21.008070764005705
266,0.11,0.19,0.06,0.2,0.29,0.15,0.21096097943881578,0.007312292557879488,28.850183135997632
