,AOS,BP,CELG,EVR,FB,GOOGL,HSBC,INTC,JNJ,LMT,LPX,LRCX,MASI,MRK,MSFT,RTN,SPY,T,THO,portfolioreturn,portfoliostandarddeviation,returnoverrisk
34,0.02,0.05,0.02,0.02,0.01,0.12,0.03,0.03,0.12,0.15,0.11,0.09,0.04,0.02,0.02,0.01,0.01,0.02,0.11,0.134390450178,0.00652761219461,20.5879954524
35,0.05,0.31,0.12,0.01,0.06,0.03,0.01,0.01,0.02,0.03,0.01,0.03,0.01,0.04,0.02,0.07,0.08,0.04,0.05,0.116858494411,0.00613054046803,19.0616952976
36,0.02,0.03,0.08,0.02,0.02,0.05,0.04,0.04,0.1,0.09,0.02,0.02,0.12,0.04,0.05,0.03,0.01,0.13,0.09,0.0741374938337,0.00639265752086,11.5972885442
37,0.03,0.2,0.01,0.12,0.08,0.02,0.01,0.07,0.01,0.02,0.03,0.02,0.18,0.01,0.04,0.01,0.04,0.05,0.05,0.063161461813,0.0057305057667,11.0219698547
38,0.05,0.01,0.01,0.21,0.07,0.02,0.13,0.01,0.04,0.05,0.02,0.11,0.03,0.05,0.03,0.1,0.02,0.01,0.03,0.144395134268,0.00567184174886,25.4582445459
39,0.05,0.02,0.01,0.01,0.13,0.07,0.08,0.02,0.01,0.04,0.11,0.02,0.02,0.06,0.08,0.1,0.12,0.04,0.01,0.141121356546,0.00593726098436,23.7687642362
40,0.03,0.04,0.01,0.03,0.11,0.07,0.02,0.07,0.01,0.05,0.02,0.02,0.04,0.07,0.06,0.06,0.15,0.1,0.04,0.0937441814646,0.00621457597095,15.0845660111
41,0.05,0.06,0.01,0.06,0.05,0.05,0.12,0.1,0.07,0.04,0.05,0.02,0.01,0.09,0.09,0.02,0.06,0.02,0.03,0.112785370614,0.00576549225581,19.5621406828
42,0.03,0.23,0.03,0.01,0.02,0.01,0.01,0.03,0.04,0.04,0.02,0.27,0.05,0.04,0.03,0.02,0.07,0.02,0.03,0.193866385633,0.00561414281282,34.5317873265
43,0.1,0.02,0.03,0.01,0.01,0.04,0.03,0.2,0.02,0.06,0.08,0.02,0.01,0.1,0.12,0.03,0.01,0.08,0.03,0.0949041903266,0.00670928874804,14.1451939081
44,0.08,0.05,0.02,0.08,0.01,0.08,0.04,0.03,0.03,0.06,0.26,0.01,0.05,0.03,0.01,0.03,0.04,0.01,0.08,0.103831088358,0.0061502991471,16.8822826134
45,0.02,0.13,0.02,0.11,0.01,0.01,0.04,0.1,0.01,0.1,0.01,0.03,0.03,0.01,0.12,0.01,0.06,0.11,0.07,0.0783414222781,0.00615269715818,12.7328584951
46,0.11,0.03,0.03,0.01,0.01,0.06,0.05,0.02,0.01,0.07,0.1,0.08,0.1,0.06,0.03,0.07,0.04,0.03,0.09,0.126315904875,0.00560120663029,22.5515524087
47,0.03,0.06,0.02,0.02,0.03,0.06,0.09,0.13,0.09,0.05,0.01,0.17,0.09,0.01,0.01,0.01,0.02,0.01,0.09,0.152997720992,0.00646694141339,23.6584362238
48,0.07,0.03,0.02,0.02,0.04,0.03,0.03,0.08,0.11,0.04,0.04,0.03,0.06,0.05,0.2,0.08,0.04,0.01,0.02,0.126964520942,0.00597729620536,21.2411291962
49,0.07,0.2,0.04,0.03,0.02,0.04,0.07,0.01,0.05,0.07,0.01,0.05,0.02,0.02,0.05,0.18,0.01,0.03,0.03,0.142341696305,0.00616573239529,23.0859348377
50,0.05,0.08,0.03,0.06,0.14,0.18,0.09,0.05,0.02,0.02,0.04,0.02,0.03,0.05,0.02,0.02,0.04,0.03,0.03,0.121961016354,0.0055497579951,21.9759161502
51,0.06,0.03,0.01,0.09,0.09,0.03,0.01,0.03,0.08,0.02,0.04,0.03,0.07,0.21,0.03,0.01,0.05,0.08,0.03,0.0719482043169,0.00560983857818,12.8253608931
52,0.02,0.01,0.03,0.07,0.02,0.01,0.03,0.13,0.05,0.18,0.11,0.04,0.03,0.03,0.08,0.08,0.02,0.05,0.01,0.116817484056,0.00661840766265,17.650391153
53,0.01,0.02,0.04,0.03,0.03,0.04,0.02,0.06,0.06,0.11,0.18,0.02,0.09,0.05,0.05,0.09,0.05,0.03,0.02,0.109475793661,0.0061070308914,17.9261896014
54,0.03,0.04,0.03,0.17,0.13,0.02,0.02,0.06,0.06,0.09,0.11,0.03,0.01,0.01,0.02,0.02,0.03,0.01,0.11,0.111381882534,0.00700101138192,15.909398865
55,0.11,0.02,0.04,0.04,0.07,0.1,0.01,0.02,0.02,0.05,0.07,0.01,0.1,0.02,0.03,0.05,0.06,0.06,0.12,0.0916345349331,0.00621655167688,14.7404123212
56,0.06,0.01,0.06,0.03,0.2,0.06,0.09,0.08,0.02,0.02,0.04,0.03,0.08,0.03,0.05,0.03,0.02,0.02,0.07,0.137269450478,0.00632877720462,21.6897271052
57,0.2,0.03,0.1,0.03,0.01,0.02,0.11,0.01,0.04,0.09,0.06,0.01,0.02,0.02,0.01,0.06,0.1,0.03,0.05,0.126108305882,0.0059668152264,21.1349440358
58,0.09,0.03,0.01,0.06,0.02,0.02,0.09,0.01,0.02,0.09,0.01,0.09,0.16,0.01,0.01,0.14,0.07,0.05,0.02,0.124545820221,0.0056963146585,21.8642802738
59,0.08,0.02,0.03,0.04,0.1,0.1,0.03,0.02,0.07,0.02,0.04,0.15,0.01,0.03,0.1,0.01,0.12,0.01,0.02,0.17768369912,0.00560215283897,31.7170388291
60,0.02,0.09,0.01,0.09,0.01,0.03,0.05,0.13,0.11,0.06,0.07,0.02,0.02,0.08,0.09,0.05,0.02,0.04,0.01,0.093298025662,0.00627022348323,14.8795375335
61,0.1,0.02,0.21,0.01,0.04,0.05,0.04,0.11,0.04,0.03,0.04,0.06,0.08,0.02,0.05,0.02,0.03,0.02,0.03,0.130421468545,0.00612187559474,21.3041683919
62,0.02,0.03,0.07,0.14,0.02,0.11,0.08,0.02,0.01,0.03,0.05,0.04,0.08,0.03,0.08,0.05,0.08,0.02,0.04,0.102489007806,0.00532847943577,19.2341941152
63,0.06,0.01,0.01,0.06,0.03,0.04,0.08,0.03,0.03,0.06,0.03,0.02,0.05,0.2,0.07,0.02,0.04,0.14,0.02,0.070360380757,0.00513299853826,13.7074616781
64,0.01,0.12,0.13,0.04,0.1,0.01,0.04,0.01,0.02,0.11,0.13,0.1,0.02,0.01,0.03,0.05,0.03,0.02,0.02,0.170070532082,0.00584490219259,29.0972417464
65,0.06,0.07,0.02,0.03,0.01,0.02,0.15,0.01,0.12,0.05,0.04,0.05,0.06,0.03,0.08,0.06,0.01,0.04,0.09,0.128465196377,0.00600256970855,21.4017000409
66,0.03,0.11,0.01,0.04,0.04,0.05,0.06,0.02,0.08,0.06,0.02,0.08,0.02,0.06,0.12,0.01,0.06,0.02,0.11,0.13081756112,0.00584082819966,22.3970910713
67,0.13,0.04,0.02,0.01,0.01,0.06,0.04,0.03,0.03,0.06,0.03,0.01,0.03,0.01,0.08,0.13,0.16,0.07,0.05,0.109061262205,0.00625189518488,17.4445122607
68,0.04,0.03,0.01,0.07,0.03,0.17,0.01,0.08,0.03,0.03,0.04,0.02,0.06,0.03,0.06,0.04,0.01,0.14,0.1,0.067696801279,0.00616786311804,10.9757301651
69,0.01,0.21,0.01,0.02,0.02,0.09,0.12,0.04,0.05,0.03,0.06,0.01,0.09,0.08,0.05,0.03,0.04,0.03,0.01,0.0968034821819,0.00508571087301,19.0344053366
70,0.01,0.04,0.02,0.04,0.02,0.01,0.02,0.1,0.17,0.02,0.06,0.04,0.01,0.06,0.18,0.05,0.01,0.1,0.04,0.104194509364,0.00675541632327,15.4238472328
71,0.01,0.09,0.21,0.04,0.04,0.04,0.04,0.03,0.04,0.01,0.05,0.03,0.01,0.02,0.02,0.02,0.05,0.17,0.08,0.089845391013,0.00654057410807,13.7366215149
72,0.08,0.02,0.02,0.04,0.11,0.11,0.02,0.01,0.22,0.05,0.06,0.02,0.03,0.02,0.04,0.01,0.02,0.1,0.02,0.111550877125,0.00702288093483,15.8839197418
73,0.01,0.05,0.02,0.08,0.06,0.04,0.02,0.04,0.1,0.01,0.15,0.04,0.02,0.12,0.02,0.04,0.05,0.08,0.05,0.0938312484256,0.00616693455938,15.2152171427
74,0.02,0.05,0.04,0.04,0.04,0.08,0.04,0.01,0.01,0.01,0.02,0.04,0.16,0.07,0.07,0.03,0.09,0.02,0.16,0.0822373895633,0.00589601015251,13.9479728556
75,0.05,0.16,0.01,0.03,0.12,0.05,0.03,0.07,0.05,0.01,0.11,0.02,0.03,0.03,0.09,0.08,0.03,0.02,0.01,0.132098341445,0.00596476036319,22.1464624565
76,0.15,0.01,0.12,0.08,0.05,0.01,0.03,0.05,0.06,0.01,0.05,0.03,0.08,0.1,0.06,0.02,0.02,0.06,0.01,0.0982517167177,0.00543516745757,18.0770358015
77,0.03,0.03,0.04,0.08,0.03,0.13,0.03,0.01,0.04,0.02,0.01,0.06,0.12,0.02,0.03,0.19,0.01,0.1,0.02,0.104760817285,0.00595446985706,17.5936430615
78,0.02,0.03,0.02,0.02,0.02,0.03,0.11,0.07,0.07,0.07,0.04,0.03,0.27,0.04,0.03,0.01,0.01,0.09,0.02,0.06631372307,0.00562778246019,11.7832776123
79,0.04,0.11,0.01,0.02,0.06,0.1,0.01,0.01,0.09,0.05,0.04,0.07,0.13,0.06,0.01,0.01,0.01,0.15,0.02,0.087399918983,0.00549250363453,15.9125828217
80,0.05,0.04,0.02,0.06,0.02,0.02,0.04,0.08,0.04,0.02,0.26,0.01,0.01,0.01,0.08,0.02,0.11,0.07,0.04,0.10220915227,0.00644883126591,15.8492520669
81,0.03,0.04,0.09,0.18,0.02,0.03,0.07,0.02,0.1,0.06,0.06,0.03,0.05,0.05,0.01,0.01,0.02,0.07,0.06,0.080429919131,0.00612496826419,13.1314834072
82,0.07,0.03,0.06,0.08,0.02,0.02,0.01,0.12,0.03,0.05,0.11,0.03,0.03,0.13,0.11,0.01,0.01,0.01,0.07,0.0965219895304,0.00607057307027,15.8999798558
83,0.06,0.01,0.04,0.03,0.09,0.01,0.01,0.02,0.08,0.07,0.01,0.03,0.05,0.13,0.08,0.18,0.02,0.06,0.02,0.120774171767,0.00639525615502,18.8849623595
84,0.02,0.02,0.01,0.02,0.02,0.06,0.16,0.02,0.12,0.02,0.05,0.02,0.08,0.1,0.02,0.03,0.18,0.02,0.03,0.100122411029,0.00596218170723,16.792915068
85,0.07,0.04,0.1,0.07,0.04,0.02,0.07,0.01,0.02,0.04,0.11,0.05,0.07,0.01,0.13,0.02,0.02,0.08,0.03,0.123625600904,0.00529056955556,23.3671629503
86,0.05,0.01,0.13,0.06,0.02,0.03,0.04,0.04,0.08,0.15,0.09,0.05,0.05,0.03,0.05,0.09,0.01,0.01,0.01,0.138017547949,0.00609331334901,22.6506565548
87,0.05,0.02,0.01,0.08,0.02,0.03,0.01,0.08,0.08,0.06,0.03,0.01,0.04,0.07,0.01,0.04,0.32,0.03,0.01,0.0706134207599,0.00702749235439,10.048167568
88,0.01,0.02,0.05,0.06,0.05,0.06,0.06,0.04,0.01,0.01,0.11,0.23,0.07,0.03,0.04,0.03,0.02,0.09,0.01,0.177596320413,0.00523619431604,33.9170606922
89,0.09,0.08,0.15,0.06,0.06,0.01,0.04,0.01,0.03,0.04,0.01,0.07,0.07,0.03,0.04,0.03,0.06,0.01,0.11,0.127439116079,0.00603576448641,21.1139974672
90,0.02,0.03,0.01,0.03,0.11,0.01,0.01,0.02,0.08,0.02,0.05,0.02,0.06,0.2,0.16,0.04,0.09,0.03,0.01,0.103696796209,0.00568698333739,18.2340601435
91,0.02,0.02,0.04,0.09,0.01,0.06,0.09,0.13,0.03,0.05,0.04,0.02,0.04,0.07,0.09,0.08,0.09,0.02,0.01,0.0994209473277,0.00601967087002,16.5160105053
92,0.01,0.01,0.01,0.03,0.03,0.1,0.02,0.11,0.03,0.08,0.08,0.13,0.02,0.03,0.06,0.05,0.05,0.03,0.12,0.142959883661,0.00660395756322,21.6476078613
93,0.02,0.03,0.03,0.1,0.03,0.06,0.01,0.02,0.05,0.1,0.04,0.06,0.07,0.06,0.1,0.15,0.01,0.03,0.03,0.121330843974,0.00582830255065,20.8175267018
94,0.03,0.06,0.08,0.02,0.01,0.01,0.08,0.09,0.01,0.1,0.14,0.06,0.06,0.01,0.02,0.08,0.08,0.02,0.04,0.132307434961,0.00619130109794,21.3698918642
95,0.01,0.08,0.01,0.03,0.09,0.04,0.01,0.12,0.1,0.01,0.01,0.11,0.11,0.04,0.09,0.04,0.02,0.04,0.04,0.126294206563,0.00625921216009,20.177332759
96,0.13,0.03,0.04,0.03,0.05,0.02,0.02,0.05,0.04,0.05,0.04,0.01,0.06,0.07,0.05,0.02,0.03,0.07,0.19,0.0818387127848,0.00686223413931,11.9259575123
97,0.02,0.08,0.03,0.17,0.01,0.01,0.05,0.13,0.06,0.04,0.07,0.02,0.01,0.06,0.01,0.04,0.01,0.15,0.03,0.0563498312379,0.00657683805373,8.56792135941
98,0.03,0.04,0.02,0.11,0.02,0.07,0.02,0.04,0.02,0.03,0.03,0.1,0.1,0.06,0.02,0.03,0.18,0.07,0.01,0.0932959057385,0.00551263792452,16.9240039008
99,0.09,0.05,0.12,0.01,0.05,0.03,0.09,0.01,0.01,0.08,0.18,0.01,0.04,0.03,0.01,0.01,0.09,0.01,0.08,0.12721572255,0.00618512980845,20.5679955781
100,0.03,0.13,0.01,0.01,0.04,0.04,0.04,0.02,0.09,0.07,0.1,0.01,0.01,0.19,0.05,0.01,0.06,0.08,0.01,0.08886182338,0.00550934121006,16.1293011255
101,0.05,0.02,0.03,0.04,0.06,0.07,0.01,0.02,0.02,0.02,0.04,0.03,0.04,0.07,0.2,0.02,0.05,0.11,0.1,0.098088692498,0.00568008038559,17.268891607
102,0.07,0.04,0.01,0.01,0.03,0.04,0.05,0.02,0.14,0.14,0.12,0.02,0.02,0.11,0.08,0.01,0.03,0.04,0.02,0.117692997606,0.00599527284954,19.6309660227
103,0.07,0.05,0.01,0.02,0.03,0.04,0.05,0.11,0.05,0.03,0.07,0.08,0.01,0.03,0.09,0.02,0.01,0.13,0.1,0.113438154735,0.00639960126356,17.7258160412
104,0.06,0.02,0.01,0.04,0.11,0.13,0.01,0.03,0.05,0.1,0.07,0.1,0.03,0.03,0.01,0.02,0.07,0.06,0.05,0.141504583837,0.00596558215151,23.7201634716
105,0.04,0.03,0.06,0.02,0.09,0.02,0.04,0.08,0.1,0.04,0.04,0.08,0.04,0.02,0.15,0.02,0.01,0.1,0.02,0.137236532805,0.00600039030328,22.8712676791
106,0.01,0.12,0.1,0.03,0.04,0.04,0.03,0.02,0.05,0.1,0.11,0.02,0.06,0.02,0.03,0.08,0.04,0.04,0.06,0.113719644923,0.00616152221364,18.4564205046
107,0.06,0.14,0.01,0.01,0.12,0.03,0.07,0.12,0.06,0.12,0.01,0.02,0.01,0.04,0.12,0.02,0.02,0.01,0.01,0.137878664712,0.00605264434664,22.7799052474
108,0.05,0.12,0.05,0.02,0.03,0.01,0.01,0.21,0.14,0.01,0.02,0.03,0.04,0.02,0.04,0.02,0.06,0.1,0.02,0.0800132002221,0.00759190807717,10.5392741072
109,0.02,0.01,0.01,0.01,0.09,0.02,0.01,0.07,0.07,0.09,0.09,0.06,0.04,0.1,0.01,0.05,0.14,0.08,0.03,0.110392951399,0.00650831608771,16.9618300512
110,0.14,0.02,0.11,0.02,0.01,0.07,0.04,0.09,0.03,0.05,0.01,0.06,0.01,0.09,0.04,0.04,0.06,0.03,0.08,0.11985400758,0.00610690198261,19.6259916928
111,0.13,0.02,0.04,0.06,0.04,0.05,0.11,0.06,0.07,0.02,0.01,0.09,0.09,0.05,0.06,0.02,0.02,0.04,0.02,0.131197833939,0.00525888567053,24.9478391732
112,0.02,0.05,0.17,0.01,0.03,0.01,0.04,0.01,0.09,0.01,0.06,0.23,0.01,0.07,0.02,0.05,0.01,0.08,0.03,0.191547082405,0.00583572898577,32.823162774
113,0.08,0.03,0.01,0.02,0.03,0.05,0.02,0.08,0.03,0.11,0.01,0.04,0.06,0.03,0.02,0.02,0.11,0.18,0.07,0.0727447038166,0.00647864433164,11.2283836082
114,0.07,0.01,0.07,0.09,0.06,0.02,0.05,0.02,0.01,0.01,0.08,0.01,0.09,0.08,0.02,0.02,0.01,0.06,0.22,0.0718541213314,0.0068805469607,10.4430827581
115,0.03,0.13,0.04,0.04,0.03,0.04,0.02,0.08,0.06,0.03,0.02,0.06,0.08,0.01,0.01,0.06,0.19,0.03,0.04,0.100873285198,0.00635703146223,15.8679858355
116,0.07,0.05,0.06,0.03,0.03,0.06,0.11,0.05,0.18,0.01,0.01,0.04,0.05,0.05,0.04,0.02,0.02,0.09,0.03,0.106981160969,0.00631910909598,16.9297854087
117,0.2,0.01,0.15,0.02,0.01,0.06,0.01,0.05,0.03,0.05,0.09,0.01,0.01,0.09,0.01,0.01,0.01,0.13,0.05,0.0901527430926,0.0060709826095,14.8497778517
118,0.04,0.06,0.07,0.05,0.01,0.21,0.08,0.03,0.08,0.02,0.05,0.08,0.02,0.11,0.01,0.01,0.01,0.01,0.05,0.125718841093,0.00531264427589,23.6640803645
119,0.07,0.03,0.09,0.03,0.06,0.03,0.04,0.1,0.07,0.02,0.05,0.04,0.03,0.09,0.07,0.05,0.03,0.06,0.04,0.112551641857,0.00610801388948,18.426880471
120,0.14,0.03,0.07,0.04,0.04,0.02,0.02,0.13,0.03,0.01,0.07,0.01,0.09,0.01,0.13,0.04,0.04,0.01,0.07,0.104087036908,0.00626926538136,16.60274858
121,0.02,0.03,0.12,0.01,0.01,0.02,0.13,0.03,0.08,0.08,0.17,0.05,0.01,0.02,0.01,0.01,0.08,0.02,0.1,0.13835656857,0.00661639638436,20.9111668245
122,0.24,0.02,0.09,0.1,0.05,0.09,0.07,0.02,0.02,0.03,0.03,0.06,0.01,0.03,0.01,0.03,0.04,0.03,0.03,0.136162777625,0.00535222062285,25.4404269218
123,0.06,0.1,0.07,0.01,0.07,0.07,0.02,0.01,0.09,0.02,0.04,0.05,0.09,0.01,0.06,0.01,0.06,0.07,0.09,0.109787643831,0.00605840512011,18.121542164
124,0.01,0.01,0.05,0.03,0.1,0.01,0.11,0.02,0.07,0.04,0.01,0.03,0.06,0.13,0.08,0.03,0.01,0.17,0.03,0.0938136302551,0.00559047223128,16.7809849283
125,0.03,0.03,0.14,0.04,0.08,0.03,0.11,0.04,0.05,0.05,0.05,0.11,0.04,0.13,0.01,0.03,0.01,0.01,0.01,0.156686495139,0.00531861378035,29.4600250384
126,0.06,0.05,0.1,0.01,0.1,0.06,0.01,0.06,0.01,0.03,0.02,0.06,0.13,0.02,0.09,0.05,0.08,0.05,0.01,0.122457645289,0.00553764899681,22.1136524469
127,0.18,0.08,0.03,0.02,0.01,0.14,0.05,0.05,0.04,0.07,0.13,0.01,0.02,0.01,0.04,0.08,0.01,0.01,0.02,0.130898984768,0.00563043214927,23.2484792104
128,0.05,0.08,0.16,0.01,0.06,0.05,0.04,0.09,0.03,0.02,0.04,0.02,0.08,0.04,0.06,0.03,0.03,0.01,0.1,0.10928467924,0.00627229648219,17.4233918232
129,0.08,0.1,0.06,0.13,0.07,0.02,0.09,0.04,0.04,0.03,0.03,0.04,0.02,0.01,0.05,0.03,0.09,0.05,0.02,0.114993053139,0.00564483447698,20.3713773377
130,0.01,0.01,0.06,0.04,0.03,0.04,0.03,0.01,0.06,0.15,0.01,0.11,0.14,0.04,0.05,0.02,0.03,0.06,0.1,0.117490342526,0.00601916655345,19.5193705778
131,0.1,0.06,0.11,0.01,0.06,0.07,0.02,0.08,0.1,0.05,0.05,0.01,0.11,0.07,0.02,0.01,0.05,0.01,0.01,0.0995234172636,0.00591343420401,16.8300540481
132,0.03,0.03,0.1,0.02,0.02,0.06,0.03,0.06,0.04,0.04,0.21,0.07,0.01,0.06,0.1,0.06,0.02,0.03,0.01,0.14719993831,0.00568228681099,25.9050525267
133,0.04,0.1,0.08,0.08,0.05,0.02,0.01,0.03,0.08,0.01,0.1,0.08,0.06,0.02,0.02,0.02,0.05,0.06,0.09,0.111460253121,0.00622802858659,17.896554515
134,0.06,0.01,0.01,0.16,0.02,0.02,0.01,0.14,0.04,0.01,0.02,0.01,0.07,0.11,0.16,0.05,0.02,0.06,0.02,0.0631475967301,0.00599091244737,10.5405641102
135,0.02,0.07,0.05,0.05,0.05,0.01,0.1,0.01,0.24,0.01,0.06,0.06,0.06,0.04,0.01,0.02,0.08,0.04,0.02,0.120930832115,0.0070423535372,17.1719342796
136,0.01,0.11,0.03,0.06,0.03,0.05,0.07,0.14,0.04,0.09,0.1,0.04,0.02,0.06,0.02,0.04,0.01,0.02,0.06,0.109617284228,0.00641183663228,17.0960819052
