,lsxma,chtr,lyb,sbac,adsk,cmcsa,avgo,dspg,px,pcln,low,goog,lbrdk,mar,mpc,mgm,fb,bud,unp,dltr,crc,wlk,aap,stz
lbrdk,0.376655342157,0.930607366904,0.298680266258,0.0678624802398,0.17082674695,0.609110796891,0.235228270723,0.119033735566,0.167794682005,0.155987234005,0.163256601459,0.172476406608,1.0,0.239431364313,0.100621832902,0.210107132375,0.351823438129,0.212718625207,0.205752706419,0.173150017368,0.104352067694,0.221287091471,0.141264397053,0.0936928618666
mar,0.283010905463,0.228412249653,0.247726673341,-0.0389667159218,0.394250676071,0.3126481933,0.36068564114,0.179296073871,0.275673864787,0.36942101641,0.25687716689,0.324208053082,0.239431364313,1.0,0.27215246483,0.337070408293,0.414537445892,0.177691063456,0.294820683595,0.207709694615,0.0646132691303,0.240655850859,0.0727812016532,-0.00342315824771
mpc,0.226118027837,0.0715325696817,0.422289692886,0.0587331544044,0.224158375353,0.218469341654,0.142378425047,0.2114167262,0.396837800636,0.225283192288,0.265354629549,0.128057269211,0.100621832902,0.27215246483,1.0,0.231447165557,0.16963048383,0.079404019812,0.322043884427,0.260292613846,0.386459271364,0.503727530823,0.0993924165835,0.0195977492833
mgm,0.151596271097,0.202771232206,0.269862580922,-0.0400266152498,0.349018355549,0.256068208757,0.308239723455,0.163024861248,0.337574427248,0.371673481861,0.121441244614,0.445058057944,0.210107132375,0.337070408293,0.231447165557,1.0,0.443088985365,0.156354990937,0.327192773398,0.15083186998,0.206775308912,0.225894380298,-0.124606197935,0.164068724254
fb,0.414356643724,0.291205330329,0.166508860931,-0.0234651993533,0.392356278779,0.250885995293,0.58362018997,0.178461965992,0.208357900924,0.529808759928,0.125528911522,0.730612657986,0.351823438129,0.414537445892,0.16963048383,0.443088985365,1.0,0.241837955879,0.280599977558,0.0742628938904,0.0417538507569,0.234247103823,-0.0842673952852,0.125685512472
bud,0.258628077271,0.193203844358,0.121473032292,0.0858878646925,0.125894597607,-0.0148984059699,0.0905112339199,0.15678015593,0.190983898488,0.275934877324,0.164644909935,0.189988027393,0.212718625207,0.177691063456,0.079404019812,0.156354990937,0.241837955879,1.0,0.00204211665589,0.149354279696,0.0242393689491,0.0529867902984,0.0661295350918,0.189008805027
unp,0.128933281328,0.153686258805,0.538621802305,0.0403719954666,0.249014598043,0.289433169935,0.348435251145,0.220954682595,0.510056926466,0.209032558759,0.316749919797,0.275476914551,0.205752706419,0.294820683595,0.322043884427,0.327192773398,0.280599977558,0.00204211665589,1.0,0.175891985953,0.270261123446,0.437586190007,0.0760987426864,0.00717531607909
dltr,0.133698129613,0.09825149491,0.210400484951,0.0957555424097,0.163499462639,0.146531668323,0.0287712180573,0.194478794234,0.206795531346,0.17641867846,0.336483118813,-0.0050005957171,0.173150017368,0.207709694615,0.260292613846,0.15083186998,0.0742628938904,0.149354279696,0.175891985953,1.0,0.128513743729,0.219946689915,0.384399733498,0.088941999707
crc,0.147430967813,0.108044498943,0.436725835654,0.0394852666987,0.164772401352,0.196355351905,0.0207724150469,0.117931843054,0.322261884702,-0.0303428156826,0.186413402702,-0.0123842586858,0.104352067694,0.0646132691303,0.386459271364,0.206775308912,0.0417538507569,0.0242393689491,0.270261123446,0.128513743729,1.0,0.398334878623,0.154277769398,-0.00798391951232
wlk,0.173132259034,0.196989294024,0.726228879343,0.0660004694055,0.297290817321,0.26624191842,0.323322446266,0.299473463005,0.510319568124,0.0777440675179,0.393030045482,0.107889171532,0.221287091471,0.240655850859,0.503727530823,0.225894380298,0.234247103823,0.0529867902984,0.437586190007,0.219946689915,0.398334878623,1.0,0.120570428599,0.14025617387
aap,0.108382267836,0.0706437588887,0.0845192364772,0.0748746991438,0.0412020998563,0.137544680548,-0.0841814314039,0.223946407009,0.0592833517635,-0.0536985804778,0.378623891447,-0.112564774291,0.141264397053,0.0727812016532,0.0993924165835,-0.124606197935,-0.0842673952852,0.0661295350918,0.0760987426864,0.384399733498,0.154277769398,0.120570428599,1.0,-0.00811412844129
stz,0.0766385486587,0.0714718970551,0.0704539712276,0.190034077397,0.216044983792,0.104366819395,0.0777019410952,0.0223643099278,0.0790391210852,0.169788717614,0.0914227662442,0.0943110547595,0.0936928618666,-0.00342315824771,0.0195977492833,0.164068724254,0.125685512472,0.189008805027,0.00717531607909,0.088941999707,-0.00798391951232,0.14025617387,-0.00811412844129,1.0
